pos,neg,rt,rg,rmin
COL1A1,SLC34A1+SLC22A6,0.6862441501174521,0.5630212175981864,0.5630212175981864
SLC2A1+VIM,AQP1,0.6908492867720547,0.5626466333612733,0.5626466333612733
TGFB1+VEGFA,G6PC,0.7593989831562522,0.5618298571054926,0.5618298571054926
VIM+TGFB1,SLC22A6,0.7270127250965989,0.5608415677436165,0.5608415677436165
FAP,SLC13A3+AQP1,0.6888841524934162,0.5598133051282941,0.5598133051282941
SLC2A1,G6PC+AQP1,0.7487481507639311,0.55965981996327,0.55965981996327
VIM+FAP,AQP1,0.5801968244264291,0.5574402537688915,0.5574402537688915
VIM+TGFB1,PCK1,0.668657486498467,0.5539929910166167,0.5539929910166167
EGLN3+VEGFA,UMOD,0.5531895003084399,0.7094979789753804,0.5531895003084399
VIM+VEGFA,SLC13A3,0.5522422149589932,0.644452316227746,0.5522422149589932
SLC2A1,SLC34A1+AQP1,0.8023553934821074,0.5521917276466666,0.5521917276466666
VIM+CA9,SLC13A3,0.5520500088251572,0.6982193005871528,0.5520500088251572
FAP+VEGFA,SLC13A3,0.6312359553576397,0.5516359503977647,0.5516359503977647
FAP,FBP1+PCK1,0.6327058225243322,0.5513548547688659,0.5513548547688659
FAP,FBP1+SLC22A6,0.6444383634056238,0.5485980028547904,0.5485980028547904
FAP+COL1A1,FBP1,0.6284403953443671,0.5482520811117868,0.5482520811117868
EGLN3+COL1A1,AQP1,0.6178179897228107,0.5471787440490058,0.5471787440490058
EGLN3+TGFB1,G6PC,0.7476023795144731,0.5468555250179162,0.5468555250179162
SLC2A1+FAP,G6PC,0.7215808653734073,0.5464825040210178,0.5464825040210178
FAP,SLC22A6+PCK1,0.6363947056695146,0.5444863886978604,0.5444863886978604
FAP,SLC34A1+PCK1,0.6713102199142735,0.5443026700797426,0.5443026700797426
COL1A1,SLC34A1+G6PC,0.6758995467843638,0.5421203583711559,0.5421203583711559
SLC2A1,PCK1+AQP1,0.7295180687956174,0.5411303683907358,0.5411303683907358
COL1A1,SLC22A6+AQP1,0.5955665999558482,0.5407362092376894,0.5407362092376894
VIM+COL1A1,AQP1,0.5406950171394147,0.5703113299033828,0.5406950171394147
COL1A1,FBP1+G6PC,0.6548199007251634,0.5403846224381759,0.5403846224381759
COL1A1,SLC22A6+G6PC,0.6475422660746732,0.5400283859614874,0.5400283859614874
COL1A1,G6PC+PCK1,0.6129692669068478,0.5354603369005911,0.5354603369005911
SLC2A1,FBP1+AQP1,0.7351770128743186,0.5350157599811816,0.5350157599811816
FAP+COL1A1,SLC13A3,0.5951451589439879,0.5336850848599799,0.5336850848599799
CA9+VEGFA,SLC13A3,0.5335558900092087,0.5965189664378769,0.5335558900092087
FAP+VEGFA,SLC34A1,0.7510024712259331,0.5325405239333827,0.5325405239333827
FAP+COL1A1,PCK1,0.5781346099300908,0.5318389820492615,0.5318389820492615
FAP,G6PC+SLC13A3,0.7291516308504689,0.5312523638020872,0.5312523638020872
COL1A1,SLC34A1+AQP1,0.6342027511867521,0.530120772213167,0.530120772213167
FAP+COL1A1,SLC22A6,0.6200257292059315,0.5301002375410886,0.5301002375410886
FAP,SLC34A1+SLC13A3,0.7203601726322358,0.5295136375598442,0.5295136375598442
SLC2A1+FAP,SLC34A1,0.759995723123837,0.5273447051888612,0.5273447051888612
VIM+EGLN3,SLC13A3,0.5258376781311664,0.6732228103730806,0.5258376781311664
COL1A1,FBP1+AQP1,0.5825331243693459,0.5254512427545766,0.5254512427545766
FAP,SLC34A1+SLC22A6,0.6867224293563181,0.5253825460242781,0.5253825460242781
SLC2A1+EGLN3,AQP1,0.6618357703717301,0.5243637199587177,0.5243637199587177
FAP,FBP1+SLC34A1,0.6838494901366527,0.5208161417690557,0.5208161417690557
EGLN3+FAP,SLC34A1,0.7397308634267838,0.5205809827856441,0.5205809827856441
VIM+TGFB1,G6PC,0.7082856881937452,0.5199993845847954,0.5199993845847954
CA9+TGFB1,SLC13A3,0.5634750247592941,0.5198002280138291,0.5198002280138291
EGLN3+FAP,AQP1,0.6369221746806665,0.5195177815241911,0.5195177815241911
COL1A1,PCK1+AQP1,0.5572440169092292,0.5192247041322862,0.5192247041322862
CA9+EGLN3,SLC13A3,0.51845476129796,0.6141945289090319,0.51845476129796
FAP,SLC22A6+AQP1,0.6076366256271863,0.5169072085515021,0.5169072085515021
FAP,SLC22A6+G6PC,0.6520655490267075,0.5114613232241547,0.5114613232241547
FAP,FBP1+G6PC,0.6560667441262413,0.5099869116792135,0.5099869116792135
COL1A1,G6PC+AQP1,0.588091399462243,0.509139644170117,0.509139644170117
VIM+TGFB1,SLC13A3,0.5856583004338527,0.5085059953120258,0.5085059953120258
FAP,G6PC+PCK1,0.6239136460775929,0.5059470947294344,0.5059470947294344
TGFB1+FAP,UMOD,0.6249158264549455,0.5056047683864944,0.5056047683864944
SLC2A1+TGFB1,SLC22A6,0.7546182425781014,0.5029820586239035,0.5029820586239035
CA9+TGFB1,AQP1,0.6788520137688658,0.49980460688790246,0.49980460688790246
FAP,FBP1+AQP1,0.5955433498240104,0.4991660606908672,0.4991660606908672
EGLN3+VEGFA,SLC13A3,0.4982047558807988,0.5570672336444695,0.4982047558807988
CA9+TGFB1,SLC34A1,0.7688926445032856,0.49718157895963555,0.49718157895963555
SLC2A1+TGFB1,SLC13A3,0.6698204035218851,0.4949991365679579,0.4949991365679579
TGFB1+VEGFA,AQP1,0.6389141772409763,0.4943139564393757,0.4943139564393757
FAP,SLC34A1+G6PC,0.6807438530978387,0.49411547383840226,0.49411547383840226
TGFB1+COL1A1,FBP1,0.668907012211753,0.492906044590145,0.492906044590145
FAP,PCK1+AQP1,0.5776892361313671,0.4921815451219854,0.4921815451219854
FAP+COL1A1,G6PC,0.6204290625686232,0.4857531878615444,0.4857531878615444
SLC2A1+TGFB1,FBP1,0.7815924643529366,0.4845209728373386,0.4845209728373386
TGFB1+COL1A1,SLC22A6,0.6456939582779798,0.48407218360652704,0.48407218360652704
TGFB1+COL1A1,PCK1,0.6029350147573271,0.4747125041772059,0.4747125041772059
FAP,SLC34A1+AQP1,0.6472922083721482,0.4739821496981572,0.4739821496981572
FAP,G6PC+AQP1,0.6047832629949361,0.472331504423355,0.472331504423355
VIM+TGFB1,SLC34A1,0.7417551754581289,0.4722143345373426,0.4722143345373426
SLC2A1+TGFB1,PCK1,0.7351451470743724,0.47028221343835186,0.47028221343835186
TGFB1+COL1A1,SLC13A3,0.5923369885398491,0.46392486923891063,0.46392486923891063
SLC2A1+TGFB1,G6PC,0.7556927383268384,0.4632272459960576,0.4632272459960576
FAP+COL1A1,SLC34A1,0.6547764300498401,0.4610677546843927,0.4610677546843927
SLC2A1+COL1A1,AQP1,0.5966845599921415,0.45914536923390836,0.45914536923390836
VIM+TGFB1,AQP1,0.5924890824507433,0.45413602522094454,0.45413602522094454
TGFB1+VEGFA,SLC34A1,0.7521049198373376,0.44943126879235906,0.44943126879235906
TGFB1,SLC22A6+UMOD,0.7684986488791702,0.44737992721320846,0.44737992721320846
EGLN3+TGFB1,SLC13A3,0.5326100242890796,0.4445885343937525,0.4445885343937525
TGFB1,FBP1+UMOD,0.7369799974484292,0.44204090152079034,0.44204090152079034
TGFB1+COL1A1,G6PC,0.6422922489445371,0.43818544413874316,0.43818544413874316
TGFB1+VEGFA,SLC13A3,0.5516607521981891,0.43768755098109946,0.43768755098109946
SLC2A1+FAP,AQP1,0.6276895556902777,0.43577295163038976,0.43577295163038976
TGFB1+FAP,SLC22A6,0.6588185166993781,0.43518989462131286,0.43518989462131286
TGFB1,PCK1+UMOD,0.7296137157383296,0.4349868400187378,0.4349868400187378
EGLN3+TGFB1,SLC34A1,0.7330589351943749,0.432609779902583,0.432609779902583
EGLN3+TGFB1,AQP1,0.6182293248037338,0.4324509003052171,0.4324509003052171
SLC2A1+TGFB1,SLC34A1,0.7909164845140272,0.4268419017420494,0.4268419017420494
FAP+COL1A1,AQP1,0.4839142555235638,0.42680860154854416,0.42680860154854416
TGFB1+FAP,FBP1,0.6776723502894852,0.4242571396691522,0.4242571396691522
TGFB1+FAP,PCK1,0.6243973590914557,0.4219267668762875,0.4219267668762875
TGFB1,G6PC+UMOD,0.757789077788186,0.4163262688455339,0.4163262688455339
TGFB1,UMOD+AQP1,0.6689109122248383,0.4148488030761225,0.4148488030761225
TGFB1,SLC34A1+UMOD,0.7510936935481247,0.41061411929605673,0.41061411929605673
TGFB1+COL1A1,SLC34A1,0.6788315247314475,0.4099191714744488,0.4099191714744488
TGFB1+FAP,SLC13A3,0.6279184695163536,0.39089720239456727,0.39089720239456727
TGFB1,FBP1+SLC22A6,0.723935214649261,0.3825600308472157,0.3825600308472157
TGFB1,SLC22A6+PCK1,0.7106889154576524,0.3814384395997395,0.3814384395997395
TGFB1+FAP,G6PC,0.6594395774624133,0.3784289795416479,0.3784289795416479
TGFB1,UMOD+SLC13A3,0.6651254490940176,0.3725056393567951,0.3725056393567951
TGFB1,SLC22A6+SLC13A3,0.7688304820787509,0.3700026630164368,0.3700026630164368
TGFB1,FBP1+PCK1,0.7074440205496144,0.365427148538466,0.365427148538466
TGFB1,PCK1+SLC13A3,0.7326596935196644,0.3637761585531539,0.3637761585531539
TGFB1+COL1A1,AQP1,0.5025560818400233,0.3569482907025803,0.3569482907025803
TGFB1,SLC22A6+G6PC,0.7188526926628678,0.3527957865279902,0.3527957865279902
TGFB1,SLC34A1+PCK1,0.7491359389510854,0.3503298119062959,0.3503298119062959
TGFB1,FBP1+G6PC,0.7262991282812561,0.3429417897857001,0.3429417897857001
TGFB1,SLC22A6+AQP1,0.6684229605926588,0.3381088619031037,0.3381088619031037
TGFB1,SLC34A1+SLC22A6,0.7657271323933105,0.3356405343653823,0.3356405343653823
TGFB1,FBP1+SLC13A3,0.7289983482347655,0.32957208588370046,0.32957208588370046
TGFB1,G6PC+PCK1,0.6828396394856983,0.32848007045354627,0.32848007045354627
TGFB1+FAP,SLC34A1,0.698664276368177,0.3232699709967219,0.3232699709967219
SLC2A1+TGFB1,AQP1,0.6507788902557474,0.32215628817908737,0.32215628817908737
TGFB1,G6PC+SLC13A3,0.7604794535833928,0.31743171806210857,0.31743171806210857
TGFB1,SLC34A1+G6PC,0.7498096702311338,0.3144478268780692,0.3144478268780692
TGFB1,FBP1+SLC34A1,0.7663635183155972,0.31134458448162483,0.31134458448162483
TGFB1+FAP,AQP1,0.5392743083619222,0.3048251744801328,0.3048251744801328
TGFB1,SLC13A3+AQP1,0.6861738929141784,0.2938387225655347,0.2938387225655347
TGFB1,PCK1+AQP1,0.6295883324025604,0.28779818908205895,0.28779818908205895
TGFB1,SLC34A1+SLC13A3,0.7509218518733621,0.2846649942568912,0.2846649942568912
TGFB1,G6PC+AQP1,0.6576771277289757,0.28168406732650275,0.28168406732650275
TGFB1,FBP1+AQP1,0.6557569647069285,0.2804723979205447,0.2804723979205447
TGFB1,SLC34A1+AQP1,0.7131114687413294,0.23242731729380492,0.23242731729380492
