gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,cum_shift
KLK3,0.01598887097153007,0.17735602864816083,0.787840909090909,-0.6104848804427482,-0.009760963983469062,restore_normal,-2.5871962468332965
ITSN2,0.015804982712949087,0.2407145556077672,0.8579589160839162,-0.617244360476149,-0.00975553644699085,restore_normal,-2.5969517832802875
SLC35E2,0.015933261241758652,0.303791567610152,0.9144493006993007,-0.6106577330891487,-0.009729769190609533,restore_normal,-2.606681552470897
GTSF1L,0.016299518092469288,0.10727967708200642,0.7035504079254079,-0.5962707308434014,-0.009718925565391907,restore_normal,-2.616400478036289
EFNA5,0.015810290657255952,0.18946652380406986,0.8036232517482518,-0.614156727944182,-0.009709996377906786,restore_normal,-2.6261104744141957
ANGPTL3,-0.014599731934903857,0.7456218001757595,0.08087412587412585,0.6647476743016336,-0.009705137849154628,restore_normal,-2.6358156122633503
PTPRJ,0.016190681201314124,0.3701589863748901,0.9692511655011654,-0.5990921791262753,-0.0096997104824341,restore_normal,-2.6455153227457844
NXPH3,0.01634634819018288,0.10357020908105166,0.6968269230769231,-0.5932567139958714,-0.009697580813140256,restore_normal,-2.6552129035589247
HCG22,0.01608057685111002,0.15078176596580498,0.7536523892773893,-0.6028706233115844,-0.009694507389438532,restore_normal,-2.6649074109483633
GTF2I,0.015869707621264804,0.3588636001160313,0.9696270396270397,-0.6107634395110084,-0.009692637210797755,restore_normal,-2.674600048159161
POFUT1,0.015951964957683848,0.16085689727701172,0.7682969114219115,-0.6074400141448998,-0.009689861819534422,restore_normal,-2.684289909978695
CYP11B2,0.016124633097735663,0.12489737548850335,0.7256002331002329,-0.6007028576117296,-0.009686113179750488,restore_normal,-2.6939760231584455
SPRR4,0.015744699833425413,0.206743300104578,0.8218560606060605,-0.6151127605014826,-0.009684765777805538,restore_normal,-2.703660788936251
WNT6,0.0156638902593582,0.19242510685258782,0.810658508158508,-0.6182334013059202,-0.009683940152725693,restore_normal,-2.713344729088977
CUBN,-0.015166216263760423,0.8649113549004476,0.226685606060606,0.6382257488398415,-0.009679469732005478,restore_normal,-2.7230241988209825
BTNL3,0.016063271008831214,0.14633051140456693,0.7487849650349649,-0.602454453630398,-0.009677389159142421,restore_normal,-2.732701587980125
AFAP1,-0.016436679078548462,0.5920714469975842,0.0033391608391607802,0.5887322861584234,-0.009676803650766164,restore_normal,-2.7423783916308913
ZNF862,0.015907923099408822,0.1980709267836327,0.8060198135198136,-0.6079488867361809,-0.00967120413857037,restore_normal,-2.7520495957694617
TTC30A,-0.016347844609442264,0.6257547651490907,0.03431235431235426,0.5914424108367364,-0.00966880862779288,restore_normal,-2.7617184043972545
OPHN1,0.015995565001413015,0.35229027938486307,0.9564831002331003,-0.6041928208482372,-0.009664405539265068,restore_normal,-2.7713828099365196
AURKAPS1,0.015759043058655033,0.2635467031173232,0.8760431235431234,-0.6124964204258002,-0.009652357462762261,restore_normal,-2.7810351673992817
CLRN3,-0.014541819388197328,0.7792173456029611,0.11545600233100227,0.6637613432719588,-0.009652297570728071,restore_normal,-2.7906874649700097
CASC1,-0.016464173937117927,0.6169924783056867,0.03103875291375287,0.5859537253919338,-0.00964724405395503,restore_normal,-2.8003347090239648
SKIDA1,-0.01618998477459674,0.6720918059880265,0.07665792540792536,0.5954338805801012,-0.00964006546087089,restore_normal,-2.809974774484836
GLIS2,0.015531959158974125,0.28938132003754957,0.9099621212121213,-0.6205808011745717,-0.00963883565868689,restore_normal,-2.8196136101435227
CHRNB2,0.01638892550530727,0.20694828152780192,0.7950757575757575,-0.5881274760479556,-0.00963877739257433,restore_normal,-2.829252387536097
HPX,0.015951633817775566,0.1877977716432017,0.7919900932400931,-0.6041923215968914,-0.009637854669625303,restore_normal,-2.8388902422057223
HYPK,0.016215593966565457,0.3966604619200176,0.9907692307692308,-0.5941087688492133,-0.009633826567634934,restore_normal,-2.848524068773357
KIAA0895,-0.016469391853627162,0.6413413813071928,0.056965326340326285,0.5843760549668665,-0.00962431823912609,restore_normal,-2.8581483870124833
MUC15,-0.015307778866302229,0.7045505875955732,0.07588432400932398,0.6286662635862492,-0.009623484143682772,restore_normal,-2.867771871156166
SATB1,0.015911639482696704,0.340026717160959,0.9447494172494172,-0.6047227000884582,-0.009622129590810468,restore_normal,-2.8773940007469765
RASL11B,-0.016280405581172497,0.8574613773253082,0.26672931235431235,0.590732064970996,-0.009617357607531357,restore_normal,-2.887011358354508
GTF2F2,-0.016330443685849707,0.8617472552291673,0.274516317016317,0.5872309382128502,-0.00958974176707364,restore_normal,-2.8966011001215817
PLAC4,0.015706321020851927,0.19790769092440727,0.8084324009324011,-0.6105247100079938,-0.009589097086548079,restore_normal,-2.90619019720813
AKT2,0.01560189647211352,0.2524386366969196,0.8664889277389277,-0.614050291042008,-0.009580349069508587,restore_normal,-2.9157705462776384
KIF3C,0.015851429894271424,0.15143310380409125,0.7555914918414917,-0.6041583880374004,-0.009576774333010884,restore_normal,-2.9253473206106495
RABEP2,0.01589226581617487,0.2545703364585418,0.8570687645687645,-0.6024984281102226,-0.009575065173355183,restore_normal,-2.9349223857840046
ADAM33,0.015499396870504493,0.2277771771649624,0.8455113636363636,-0.6177341864714012,-0.009574507316598476,restore_normal,-2.944496893100603
CPNE8,-0.01631677376663887,0.7991653027998429,0.21282925407925404,0.5863360487205889,-0.009567112658198795,restore_normal,-2.9540640057588017
SFRP1,-0.015801736729935238,0.942198449848057,0.3368342074592075,0.6053642423888494,-0.0095658063839453,restore_normal,-2.963629812142747
GLCCI1,0.015937043461739887,0.3333688349027168,0.9334411421911422,-0.6000723072884253,-0.009563378441442167,restore_normal,-2.973193190584189
TOP1P2,-0.016284835020792626,0.6537349970189387,0.06678467365967361,0.586950323359265,-0.009558389181306515,restore_normal,-2.9827515797654955
AKAP2,0.01598135411538124,0.37033292622488445,0.9676340326340325,-0.597301106409148,-0.009545680495033605,restore_normal,-2.9922972602605293
PTCRA,0.01605151263874096,0.17691074263217554,0.7715107808857808,-0.5946000382536053,-0.009544230029023604,restore_normal,-3.0018414902895527
NBR1,0.015755662388816923,0.24948219444655545,0.8550145687645688,-0.6055323743180134,-0.009540563655253334,restore_normal,-3.011382053944806
CABP4,0.015592471989383965,0.2910955641591854,0.9027855477855479,-0.6116899836263625,-0.009537758935880793,restore_normal,-3.020919812880687
SPA17,-0.01642564239718779,0.7950860119178231,0.2145148601398601,0.580571151777963,-0.009536254125228258,restore_normal,-3.030456067005915
CAPN10,0.015909848887193028,0.23112699107608292,0.830435606060606,-0.599308614984523,-0.009534909501196709,restore_normal,-3.0399909765071116
KLF16,0.015979425842944404,0.13934455182925845,0.7357634032634032,-0.5964188514341447,-0.009530430807825991,restore_normal,-3.0495214073149377
LOC100505478,0.01595636374716731,0.149879954743527,0.746579254079254,-0.596699299335727,-0.009521151067880727,restore_normal,-3.0590425583828185
CCDC121,-0.016058579098320983,0.6299191527577227,0.037086247086247054,0.5928329056714756,-0.009520054107812854,restore_normal,-3.068562612490631
SPRED1,-0.016198035314306906,0.8304771517965043,0.24279428904428899,0.5876828627522153,-0.009519307764473363,restore_normal,-3.0780819202551046
MAP3K19,0.0158456848585894,0.2055567627278478,0.8062208624708624,-0.6006640997430146,-0.00951793403039612,restore_normal,-3.0875998542855005
MTMR1,0.015693714675678462,0.28035303902353914,0.8867861305361305,-0.6064330915125914,-0.009517187908088216,restore_normal,-3.097117042193589
SLC4A8,0.01587493955733419,0.1955736857372534,0.7947465034965037,-0.5991728177592502,-0.009511832266325711,restore_normal,-3.106628874459915
HIST1H4A,0.01617088285823913,0.1622623312649655,0.7501063519813519,-0.5878440207163864,-0.00950595679792098,restore_normal,-3.1161348312578356
DOCK11,-0.016071169977671735,0.7702067261737192,0.17897727272727268,0.5912294534464465,-0.0095017490421438,restore_normal,-3.1256365802999793
PPP1R1C,0.015933423181718084,0.16454923889273634,0.7603758741258742,-0.5958266352331378,-0.009493557922108762,restore_normal,-3.135130138222088
NR1D1,0.016199639278436404,0.3527767757653085,0.9387412587412587,-0.5859644829759502,-0.009492413254185882,restore_normal,-3.144622551476274
ADAMTS10,0.01595989027954115,0.17582589316774971,0.770083041958042,-0.5942571487902923,-0.009484278892526026,restore_normal,-3.1541068303688
AMOT,-0.016379700228424235,0.8380732388456388,0.2594959207459207,0.578577318099718,-0.009476923029439033,restore_normal,-3.163583753398239
HOGA1,-0.015627248963325426,0.9118151720505956,0.30541666666666667,0.6063985053839289,-0.00947634041462309,restore_normal,-3.173060093812862
YEATS4,-0.01640591924871745,0.7432487254222991,0.16621503496503495,0.5770336904572642,-0.009466768129431298,restore_normal,-3.1825268619422933
ATXN7,0.01523830069892064,0.18627298815817497,0.807395104895105,-0.6211221167369301,-0.009464845585587429,restore_normal,-3.1919917075278805
SNORA29,0.01578618453354143,0.3466203754745881,0.9451660839160837,-0.5985457084414956,-0.009448753005216736,restore_normal,-3.2014404605330973
FOLR3,-0.015868475782196877,0.841707243711673,0.24663170163170156,0.5950755420799715,-0.009442941828073707,restore_normal,-3.210883402361171
SLFN11,-0.016218070766586108,0.6637009476243029,0.0815064102564102,0.5821945373678927,-0.009442072206952345,restore_normal,-3.2203254745681233
SETD7,0.015422419873622629,0.1873931607921381,0.7992948717948719,-0.6119017110027338,-0.009437005108472252,restore_normal,-3.229762479676596
BOD1L1,0.015242868387282704,0.24841554176643674,0.8673251748251748,-0.618909633058738,-0.009433958080335775,restore_normal,-3.239196437756932
PADI1,0.015829718596051874,0.2005199998715521,0.7962703962703962,-0.5957503963988441,-0.009430561128480057,restore_normal,-3.248626998885412
KDM5C,0.016267990022259628,0.3288421172065581,0.9061829836829837,-0.5773408664764256,-0.00939217545528122,restore_normal,-3.258019174340693
FAM13C,0.015276060492188668,0.25068799900666966,0.8648645104895104,-0.6141765114828408,-0.009382197542293283,restore_normal,-3.267401371882986
SLAIN1,-0.01643648859411406,0.6325962208490192,0.06201486013986011,0.5705813607091591,-0.009378354027310173,restore_normal,-3.276779725910296
CYP2A6,0.01651901581872726,0.08463913100721335,0.6520323426573427,-0.5673932116501293,-0.009372777438686952,restore_normal,-3.2861525033489833
PPP1R12B,0.015801559077130434,0.30360852936800425,0.8964364801864803,-0.592827950818476,-0.009367605887432323,restore_normal,-3.2955201092364157
PSMF1,0.015800591690532696,0.16258023979080122,0.7553379953379953,-0.5927577555471941,-0.009365923266797806,restore_normal,-3.3048860325032137
ATR,0.015768197715390554,0.1362816048707439,0.7294405594405595,-0.5931589545698156,-0.009353047672311215,restore_normal,-3.314239080175525
CPNE2,0.016107548238562214,0.3357665288349455,0.915352564102564,-0.5795860352676185,-0.009335710021470187,restore_normal,-3.323574790196995
TRIM55,-0.016263389206200858,0.6181725932879555,0.04449300699300696,0.5736795862949485,-0.009329974391567039,restore_normal,-3.3329047645885623
SMCR8,0.015667241740325646,0.21999430547691093,0.8154807692307693,-0.5954864637538584,-0.009329630380723365,restore_normal,-3.3422343949692856
SLC16A1,0.015810133878516937,0.14172190817902636,0.7316666666666667,-0.5899447584876403,-0.009327105612618933,restore_normal,-3.3515615005819046
GABRR2,0.016476342718563537,0.08978668016796695,0.6556687062937064,-0.5658820261257395,-0.009323666200722808,restore_normal,-3.3608851667826274
ZNF236,0.015734423217437198,0.25077630693051284,0.8432750582750583,-0.5924987513445454,-0.009322626109458165,restore_normal,-3.3702077928920855
CHID1,0.015671867229996365,0.24796597415414384,0.8422377622377621,-0.5942717880836184,-0.009313348561379003,restore_normal,-3.3795211414534645
TMEM72,0.015523906288064028,0.3302844799626644,0.9296649184149184,-0.599380438452254,-0.00930472575743152,restore_normal,-3.388825867210896
ZFHX4-AS1,0.016066213133630353,0.1167837504856935,0.6958988927738926,-0.579115142288199,-0.009304187304914875,restore_normal,-3.398130054515811
ARL8A,0.015754675399236848,0.19314227423410268,0.7832444638694639,-0.5901021896353612,-0.009296868450084022,restore_normal,-3.407426922965895
LOC100652911,0.01575651325786949,0.1812303381069564,0.7702855477855478,-0.5890552096785914,-0.009281456220917817,restore_normal,-3.416708379186813
ESRP2,0.015207906543244084,0.22019714610198116,0.8303379953379953,-0.6101408492360142,-0.009278965013396883,restore_normal,-3.42598734420021
LOC100130872,0.015210905215826917,0.15750494256773745,0.7672785547785548,-0.6097736122108173,-0.009275208618451141,restore_normal,-3.435262552818661
GBA3,-0.015549131842316318,0.8906180591309858,0.294150641025641,0.5964674181053449,-0.009274550523766018,restore_normal,-3.444537103342427
PDZK1IP1,-0.01510273771913708,0.8750351893696529,0.2610067016317016,0.6140284877379513,-0.009273511202384656,restore_normal,-3.4538106145448118
AIMP1,0.015526197264499612,0.25443279017716175,0.851274766899767,-0.5968419767226052,-0.009266686266329054,restore_normal,-3.4630773008111406
MYO19,0.015983774402569498,0.33382000811362506,0.9133202214452216,-0.5795002133315965,-0.009262600676133135,restore_normal,-3.4723399014872736
GLCE,-0.016023593082481892,0.7709709911146171,0.19316433566433563,0.5778066554502814,-0.009258538727285128,restore_normal,-3.4815984402145586
TMEM170B,-0.01587215855069858,0.6540464831503132,0.0708945221445221,0.5831519610057911,-0.009255880384234713,restore_normal,-3.4908543205987934
MYEF2,0.015862128618235213,0.3263539745523323,0.9097027972027973,-0.5833488226504651,-0.009253154054177759,restore_normal,-3.500107474652971
DUSP18,0.015826985450397516,0.17910559593933403,0.7634615384615383,-0.5843559425222042,-0.009248593000152254,restore_normal,-3.5093560676531235
MIR424,0.016184766441109315,0.11037955280867359,0.6816520979020979,-0.5712725450934243,-0.009245912716555161,restore_normal,-3.5186019803696786
S100A9,-0.01615899003000461,0.7789636610217386,0.20682983682983683,0.5721338241919018,-0.009245104760945352,restore_normal,-3.527847085130624
NUP62CL,-0.016191094818755306,0.7186370394474172,0.14840326340326335,0.5702337760441538,-0.009232709136787772,restore_normal,-3.5370797942674117
COX18,0.01597334275723619,0.11242080384829868,0.6900189393939393,-0.5775981355456407,-0.009226172995011085,restore_normal,-3.546305967262423
CCDC9,0.015733491457987046,0.2078511631491569,0.7935635198135197,-0.5857123566643628,-0.009215300360416215,restore_normal,-3.555521267622839
FUNDC2,0.01609123460429241,0.3863316460275884,0.958572261072261,-0.5722406150446726,-0.009208057986788408,restore_normal,-3.5647293256096275
TEX9,-0.016251957130156192,0.5940789804662872,0.027832167832167787,0.5662468126341194,-0.009202618924017294,restore_normal,-3.5739319445336446
CEP170B,0.015862629504409868,0.3119635293626523,0.8917890442890443,-0.579825514926392,-0.00919755732048103,restore_normal,-3.583129501854126
SFTPC,0.016205064123628522,0.11114542334818685,0.6782342657342658,-0.5670888423860789,-0.009189711054660677,restore_normal,-3.5923192129087864
MAMDC2,-0.015772586869354416,0.6080573220113654,0.025460372960372905,0.5825969490509925,-0.009189060988727628,restore_normal,-3.601508273897514
BBS7,-0.01645100166856569,0.6861536386611021,0.1276791958041958,0.5584744428569064,-0.00918746399129026,restore_normal,-3.610695737888804
PPM1L,0.015065821394880137,0.22419187545692656,0.8334935897435898,-0.6093017142866632,-0.009179630803037155,restore_normal,-3.619875368691841
MSLN,-0.01527290246926208,0.6907108627309521,0.09030594405594403,0.600404918675008,-0.009169925764988629,restore_normal,-3.6290452944568297
SNRPE,0.01600494420638388,0.3370488669290571,0.9091040209790208,-0.5720551540499637,-0.009155710823544003,restore_normal,-3.6382010052803735
BAAT,0.016248828085004077,0.10761952878891831,0.6710110722610722,-0.5633915434721538,-0.009154452334424128,restore_normal,-3.6473554576147977
SART1,0.0158482670227554,0.17578735880098173,0.7523222610722612,-0.5765349022712795,-0.009137079079133427,restore_normal,-3.656492536693931
ZMYND12,-0.016401135197815307,0.7600727229132838,0.20334061771561768,0.5567321051976661,-0.009131038526311256,restore_normal,-3.6656235752202426
PRPF40B,0.016221424926039958,0.09339713625430963,0.655530303030303,-0.5621331667759933,-0.009118600963293874,restore_normal,-3.6747421761835364
TGFBR1,0.01575484553260574,0.34327537835931377,0.9216870629370628,-0.578411684577749,-0.00911278674477671,restore_normal,-3.6838549629283133
RILP,0.01597539017012843,0.34507739520525443,0.9154385198135196,-0.5703611246082652,-0.009111741503490277,restore_normal,-3.6929667044318037
