gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,cum_shift
PLIN1,0.01497848944386997,0.1501678920952098,0.5131410256410257,-0.3629731335458159,-0.0054367892492244085,restore_normal,-15.564264929898794
HENMT1,-0.015011588633949684,0.6291377614315945,0.2670337995337995,0.362103961897795,-0.005435755718733088,restore_normal,-15.569700685617526
FBXL19,0.014239910206532069,0.2713793483624499,0.6530900349650349,-0.381710686602585,-0.005435525902094514,restore_normal,-15.57513621151962
SCIMP,-0.015279247692727474,0.4708594555308055,0.11526369463869456,0.3555957608921109,-0.005433235709154456,restore_normal,-15.580569447228775
GPRIN3,0.01332333517426665,0.3185577228758198,0.726311188811189,-0.40775346593536915,-0.005432636095125842,restore_normal,-15.586002083323901
MAB21L1,-0.014349798441893716,0.45436514095550246,0.07594988344988342,0.37841525750561905,-0.005430182672542942,restore_normal,-15.591432265996444
SLC16A2,-0.015160470628052997,0.7241228347164673,0.36614364801864796,0.35797918669781936,-0.0054271329453865905,restore_normal,-15.596859398941831
KRTAP13-1,0.014892359281872712,0.20741925712163262,0.5718371212121213,-0.36441786409048865,-0.005427041760768217,restore_normal,-15.6022864407026
C1orf61,0.015008799726780684,0.16930609239042593,0.5308741258741259,-0.3615680334836999,-0.005426702202162785,restore_normal,-15.607713142904762
ART5,0.015575548823595088,0.20032572243909694,0.5487033799533799,-0.34837765751428296,-0.005426173213663402,restore_normal,-15.613139316118426
GPX7,-0.01461171845293964,0.6639557026046021,0.2927097902097902,0.3712459123948119,-0.005424540748717686,restore_normal,-15.618563856867144
RIPPLY3,-0.014961750088091056,0.4687834165211816,0.10622960372960369,0.36255381279157795,-0.00542443954047214,restore_normal,-15.623988296407617
CDYL2,0.015200582044910663,0.3749506278425785,0.7317438811188811,-0.3567932532763026,-0.005423465119497028,restore_normal,-15.629411761527114
FAM160A1,0.015086756405501351,0.22352501683202547,0.5827855477855477,-0.35926053095352223,-0.005420076116606868,restore_normal,-15.634831837643722
MAML3,0.013199668346970603,0.19366248818547013,0.6042599067599068,-0.41059741857443666,-0.005419749749304831,restore_normal,-15.640251587393026
UTS2,-0.015774765000463396,0.4062539136466247,0.06269959207459204,0.3435543215720327,-0.005419488687692448,restore_normal,-15.645671076080719
NEIL2,-0.016081508453690392,0.6457326935201251,0.3087354312354312,0.3369972622846939,-0.005419424322301823,restore_normal,-15.65109050040302
SNHG17,0.016253738545107185,0.6166590489932361,0.9500786713286715,-0.33341962233543543,-0.005419315367248548,restore_normal,-15.656509815770269
NCLN,-0.0159395974763915,0.7829733759637606,0.44310460372960375,0.33986877223415685,-0.005417371424207844,restore_normal,-15.661927187194477
SERPINA12,0.016072637558721636,0.09514991474271348,0.43215034965034965,-0.3370004349076362,-0.005416485847402,restore_normal,-15.667343673041879
ASH1L,0.014980612485317147,0.3881588172518359,0.7497202797202795,-0.3615614624684437,-0.005416412158864294,restore_normal,-15.672760085200743
ZNF624,-0.015299880312236072,0.38423419903642675,0.03037004662004657,0.3538641524163802,-0.00541407917876148,restore_normal,-15.678174164379504
AP3S2,0.016295510735255335,0.6097635381399247,0.9419900932400933,-0.33222655510016863,-0.005413801395171696,restore_normal,-15.683587965774676
MRPL44,-0.014031596783909753,0.7390126210755155,0.3532284382284382,0.3857841828470773,-0.0054131680993203014,restore_normal,-15.689001133873996
NRP2,0.015312250010283022,0.1435233898254286,0.4969871794871794,-0.35346378966175085,-0.0054123259168828205,restore_normal,-15.694413459790878
GBP1,-0.015599771748474399,0.6926043986979664,0.3456934731934732,0.3469109255044932,-0.0054117312549221,restore_normal,-15.6998251910458
PRPF3,-0.015482235663213417,0.7720943749458111,0.42256118881118887,0.34953318613462225,-0.005411555159850062,restore_normal,-15.70523674620565
TSPAN11,0.015339695426081794,0.13864290523435846,0.49134906759906755,-0.3527061623647091,-0.0054104051055767904,restore_normal,-15.710647151311226
CPE,-0.013795525950551052,0.879936546742722,0.4878671328671329,0.39206941387558913,-0.005408803773538031,restore_normal,-15.716055955084764
GABARAP,0.016305830454205122,0.6518543058408466,0.9834411421911422,-0.3315868363502956,-0.00540679873437418,restore_normal,-15.721462753819138
FAM196A,-0.013901095780311066,0.39183617328048415,0.0029108391608391126,0.388925334119645,-0.005406488320986669,restore_normal,-15.726869242140124
OVOL2,-0.015795500000054072,0.6566518345034579,0.31437354312354304,0.34227829137991483,-0.005406456751509952,restore_normal,-15.732275698891634
DLG5,0.015690923998109244,0.4612708206000442,0.8057590326340326,-0.3444882120339884,-0.0054053383532698535,restore_normal,-15.737681037244904
MYL6B,-0.014929017365373342,0.94163327913546,0.5796270396270397,0.36200623950842037,-0.005404397435994709,restore_normal,-15.743085434680898
ABHD11,0.015530068032060168,0.5325203295544677,0.8805069930069929,-0.34798666345252516,-0.005404256557667342,restore_normal,-15.748489691238566
EEF1E1,-0.014450727843918118,0.90852904688455,0.5347071678321679,0.3738218790523822,-0.00540199823628805,restore_normal,-15.753891689474854
TRIM14,0.014397924789075058,0.2704930579267868,0.6455681818181817,-0.37507512389139486,-0.005400303424041313,restore_normal,-15.759291992898895
CYB5B,-0.01585340153238636,0.9616679386575697,0.6210358391608393,0.34063209949673046,-0.00540017744814145,restore_normal,-15.764692170347036
SENP7,-0.015549398923947876,0.7409810849779122,0.3939670745920746,0.34701401038583757,-0.0053958592796883795,restore_normal,-15.770088029626725
TMCC2,0.015048419730259423,0.14081153376413322,0.4992832167832167,-0.3584716830190835,-0.0053944323474836775,restore_normal,-15.775482461974208
TMEM176A,-0.015410484841787996,0.9083749094174782,0.5584615384615385,0.3499133709559398,-0.005392334699055449,restore_normal,-15.780874796673263
UCN3,0.0144793845646598,0.1923202077430528,0.5647231934731937,-0.37240298573014086,-0.005392166043414225,restore_normal,-15.786266962716677
ROBO1,-0.015543638938715543,0.4633923515704359,0.1166258741258741,0.3467664774445618,-0.005390012921448516,restore_normal,-15.791656975638126
PLAC8L1,0.0155200578955902,0.12159519433630434,0.46873543123543115,-0.3471402368991268,-0.005387636574563345,restore_normal,-15.797044612212689
ICAM4,-0.015508767282167426,0.45781075558400436,0.11051282051282046,0.3472979350711839,-0.005386162852596284,restore_normal,-15.802430775065286
IGSF10,0.015021060248388238,0.17794046654414164,0.5364175407925409,-0.35847707424839925,-0.005384705729951149,restore_normal,-15.807815480795236
BNIPL,-0.014614549780116325,0.4891916453211251,0.12079254079254076,0.3683991045285843,-0.005383987052083273,restore_normal,-15.81319946784732
MAP10,-0.01474041408896866,0.394476312603628,0.029310897435897387,0.3651654151677306,-0.0053826894305425066,restore_normal,-15.818582157277861
C3orf67,-0.015188537229299937,0.37754795120264695,0.0232400932400932,0.35430785796255376,-0.005381418091297762,restore_normal,-15.82396357536916
NFATC2IP,0.014655315486229562,0.43914941807754176,0.806322843822844,-0.36717342574530226,-0.0053810423924570885,restore_normal,-15.829344617761617
ACSM1,0.015831110726093757,0.11177107160862777,0.45126893939393947,-0.3394978677853117,-0.005374628336182009,restore_normal,-15.8347192460978
FADS3,0.015025389497211432,0.3220713078457041,0.6797202797202798,-0.3576489718745757,-0.005373815105692717,restore_normal,-15.840093061203492
DHDH,-0.012621396099319072,0.771326363608144,0.34556381118881113,0.42576255241933286,-0.0053737178183415,restore_normal,-15.845466779021834
PDE7B,-0.015904508129226193,0.7360278132496139,0.39823717948717946,0.3377906337624344,-0.0053723938806511055,restore_normal,-15.850839172902484
CACNG2,0.015890622121699033,0.10439762756748593,0.4424810606060605,-0.3380834330385746,-0.005372356080022727,restore_normal,-15.856211528982506
EHBP1,-0.01515395584331742,0.840512678341866,0.4860052447552447,0.35450743358662135,-0.005372189994699443,restore_normal,-15.861583718977204
SPATA7,-0.01612166781911278,0.8012365250136206,0.46809149184149185,0.3331450331721288,-0.005370853560388369,restore_normal,-15.866954572537592
CARD16,0.014258702051280318,0.2818633721210279,0.6585125291375291,-0.3766491570165012,-0.0053705281077641885,restore_normal,-15.872325100645357
SCAMP2,0.01624093677070259,0.5795991569536871,0.9102331002331002,-0.3306339432794131,-0.005369804967049014,restore_normal,-15.877694905612406
GLI3,0.014956730049727918,0.386158776576671,0.7451733682983684,-0.3590145917216974,-0.005369684332294711,restore_normal,-15.8830645899447
EXOC5,0.016039059702790324,0.5211976481191483,0.8559032634032633,-0.334705615284115,-0.00536836334640109,restore_normal,-15.888432953291101
DENND2A,-0.014834443435054148,0.7223095786802192,0.3604283216783217,0.3618812570018975,-0.005368307037200941,restore_normal,-15.893801260328303
BCAR3,-0.015165961425220678,0.8208740664782053,0.4669289044289044,0.3539451620493009,-0.005367918674283179,restore_normal,-15.899169179002586
SF1,0.014631035626672841,0.5603576631475513,0.9271547202797202,-0.3667970571321689,-0.005366620810659517,restore_normal,-15.904535799813246
GBP4,-0.015862114291050458,0.6997760725131148,0.36151806526806524,0.33825800724504956,-0.00536548717078395,restore_normal,-15.909901286984029
NMT2,-0.015933508411027517,0.5353938158763732,0.19868298368298365,0.3367108321933896,-0.005364984876837448,restore_normal,-15.915266271860867
FGF6,0.014515140505621115,0.2394381047085785,0.6089889277389277,-0.36955082303034914,-0.005364082120253442,restore_normal,-15.920630353981121
LOC148696,0.01488315623133622,0.2183196661211199,0.5787048368298369,-0.360385170708717,-0.005363668799114609,restore_normal,-15.925994022780236
MMP16,0.015293940496742802,0.16185772041390187,0.5125626456876456,-0.35070492527374375,-0.0053636602590512675,restore_normal,-15.931357683039288
CAPN2,0.01626702810014019,0.661494855126837,0.9912062937062938,-0.32971143857945673,-0.0053634252363096695,restore_normal,-15.936721108275597
GPS1,-0.01620507779708426,0.9498325360644209,0.6189058857808857,0.3309266502835352,-0.005362692112973184,restore_normal,-15.94208380038857
OR8B8,0.015444176498521884,0.12011483241296846,0.46726544289044286,-0.3471506104774744,-0.005361455299783735,restore_normal,-15.947445255688354
HHEX,-0.015764543626180523,0.5200924610722616,0.1801689976689976,0.33992346340326396,-0.0053587382683831335,restore_normal,-15.952803993956737
ANO5,0.013430904590927531,0.1676903249838637,0.5666171328671329,-0.3989268078832692,-0.005357947895443465,restore_normal,-15.95816194185218
KRT6A,0.014830488506331143,0.1311559988910665,0.49243152680652685,-0.36127552791546036,-0.005357892564368951,restore_normal,-15.96351983441655
PRKG2,0.015335788918818373,0.2726702496491767,0.6220090326340325,-0.3493387829848558,-0.0053573858370126485,restore_normal,-15.968877220253562
SIRT4,-0.015611707295336456,0.5365541284757196,0.1934833916083916,0.34307073686732803,-0.0053559199255681185,restore_normal,-15.97423314017913
ZBTB16,-0.01362294794217838,0.7908659635571931,0.3978030303030302,0.39306293325416286,-0.005354675877721396,restore_normal,-15.979587816056851
CHGB,-0.013661361674682196,0.6926766506356563,0.3008551864801865,0.3918214641554698,-0.005352814733731399,restore_normal,-15.984940630790582
SSH2,-0.01575029895208394,0.6887959187823998,0.34898892773892776,0.339806991043472,-0.005352061694942793,restore_normal,-15.990292692485525
MIA3,0.014860404657807708,0.3818493498931206,0.7419172494172493,-0.36006789952412876,-0.005350754691215401,restore_normal,-15.995643447176741
ENTPD3,-0.01614242842469151,0.6590436412407639,0.32764860139860136,0.3313950398421625,-0.0053495207109499,restore_normal,-16.00099296788769
DHRS11,-0.015108565913808086,0.8348866607937437,0.4808347902097902,0.35405187058395354,-0.005349216023624712,restore_normal,-16.006342183911315
RABGEF1,-0.015480440855103686,0.604792069627319,0.2593356643356643,0.3454564052916547,-0.005347817450134189,restore_normal,-16.011690001361448
IL2RA,0.014643242271844343,0.26406638186915227,0.6291768648018647,-0.3651104829327125,-0.005346401257573798,restore_normal,-16.01703640261902
SNORA71B,0.01523364175048865,0.13254163049609782,0.4833071095571096,-0.35076547906101174,-0.00534343564645398,restore_normal,-16.022379838265476
USP22,0.01597787478652804,0.5489065338230052,0.8830011655011655,-0.3340946316781602,-0.005338122191804849,restore_normal,-16.02771796045728
HAGHL,0.014816913997769224,0.5196048942927392,0.8795891608391607,-0.35998426654642157,-0.005333855917968361,restore_normal,-16.03305181637525
FGF21,0.015054064227541427,0.1635039941941554,0.5176952214452215,-0.3541912272510661,-0.005332017483869271,restore_normal,-16.03838383385912
CPXM1,-0.015417009008627344,0.5764168604980996,0.2306002331002331,0.3458166273978665,-0.005331458059926034,restore_normal,-16.043715291919046
CXCL16,-0.01544723705246068,0.8269924676016961,0.4818997668997669,0.3450927007019292,-0.005330728752816565,restore_normal,-16.049046020671863
CROCCP2,0.014319606847232892,0.24481686006993988,0.617076048951049,-0.3722591888811091,-0.005330605230047292,restore_normal,-16.05437662590191
YIPF4,-0.01577842868885755,0.8277085645841339,0.4898790792540792,0.3378294853300547,-0.005330418443273716,restore_normal,-16.059707044345185
HMOX2,0.015625312762999506,0.5007337585672067,0.841780303030303,-0.34104654446309635,-0.005328958923976098,restore_normal,-16.06503600326916
KCNJ1,-0.013264623268815631,0.9200941737107847,0.5185343822843823,0.4015597914264024,-0.005326539353175409,restore_normal,-16.070362542622334
PRELP,0.014069496964721054,0.29610770783671275,0.6746153846153845,-0.37850767677867175,-0.00532541260956114,restore_normal,-16.075687955231896
GOLGA2,0.016443575236827414,0.6347123998240264,0.9585081585081584,-0.323795758684132,-0.0053243599192881385,restore_normal,-16.081012315151185
TAF1A,-0.015066058710062315,0.38652859945773577,0.03331439393939388,0.3532142055183419,-0.005321545957567355,restore_normal,-16.086333861108752
CLTCL1,0.01556608612784422,0.3752326779993385,0.7170920745920744,-0.34185939659273584,-0.005321412810975381,restore_normal,-16.091655273919727
C9orf16,0.015945404255053728,0.588236207105095,0.9219026806526807,-0.3336664735475856,-0.005320446807074444,restore_normal,-16.096975720726803
ABHD3,0.016110562643300984,0.6059550582243578,0.9360227272727273,-0.3300676690483695,-0.005317575858732094,restore_normal,-16.102293296585536
ACTRT3,-0.015252890694193241,0.508633303754639,0.16006410256410256,0.34856920119053647,-0.005316687925121505,restore_normal,-16.107609984510656
KCTD1,0.015501412938558301,0.5961202315059124,0.9390588578088579,-0.34293862630294547,-0.005316033258903889,restore_normal,-16.11292601776956
ITGAD,0.015865626943843383,0.10109062961944096,0.43614947552447547,-0.33505884590503454,-0.005315918653363984,restore_normal,-16.118241936422923
ZNF383,-0.016304415828921857,0.4836796252746912,0.15777243589743586,0.3259071893772554,-0.005313726337241956,restore_normal,-16.123555662760165
DUT,0.016331811575533737,0.6502487072255149,0.9755973193473193,-0.32534861212180444,-0.005313532229534721,restore_normal,-16.1288691949897
CEBPZ,-0.015674857093981528,0.9241675773978812,0.5851864801864802,0.338981097211401,-0.005313480256349771,restore_normal,-16.134182675246052
BCDIN3D,-0.016121752026043056,0.7214698506044007,0.3919303613053613,0.3295394892990394,-0.005312753929267983,restore_normal,-16.13949542917532
MYLK4,-0.014669166118739018,0.5843544048527612,0.22232808857808858,0.36202631627467263,-0.0053106241727883235,restore_normal,-16.14480605334811
USP54,0.01576073244064462,0.40211628601491484,0.738975815850816,-0.3368595298359011,-0.005309152919824981,restore_normal,-16.150115206267934
DPF1,0.014373697258985636,0.3945806765136246,0.763868006993007,-0.36928733047938245,-0.0053080242898896225,restore_normal,-16.155423230557822
TDRD6,-0.01571669956279198,0.42098099934598626,0.08331002331002327,0.33767097603596297,-0.00530707328143196,restore_normal,-16.160730303839255
ANKRD13B,0.014740888335711229,0.26106444765802034,0.6210780885780885,-0.3600136409200682,-0.005306920880135564,restore_normal,-16.16603722471939
ODF2,-0.01589128477482442,0.6856826630672713,0.35174970862470867,0.33393295444256266,-0.005306623674745232,restore_normal,-16.171343848394134
ZEB1-AS1,-0.01402982019001821,0.6243557535555981,0.24616841491841493,0.37818733863718323,-0.005305900359221207,restore_normal,-16.176649748753356
IL33,-0.01466046846423999,0.4111825661961549,0.04927738927738922,0.36190517691876567,-0.005305699433262759,restore_normal,-16.181955448186617
RAB4B,0.016209842629318332,0.5756231595825871,0.9029195804195803,-0.3272964208369932,-0.005305423474906805,restore_normal,-16.187260871661525
VRTN,0.015010623806233763,0.22131892433455969,0.5747246503496503,-0.35340572601509057,-0.005304840404181445,restore_normal,-16.192565712065708
STK35,0.015081634814597584,0.49609411376843615,0.8477651515151516,-0.3516710377467155,-0.005303774166166526,restore_normal,-16.197869486231873
RPAP3,-0.014825262091826616,0.6497145780861479,0.2920891608391608,0.35762541724698704,-0.005301890541385434,restore_normal,-16.20317137677326
PON3,-0.015614820449123754,0.6323735778410264,0.29301864801864796,0.33935492982237847,-0.005298966297701432,restore_normal,-16.20847034307096
EEA1,0.015051511571593493,0.359372039677553,0.711261655011655,-0.35188961533410196,-0.005296470617124818,restore_normal,-16.213766813688085
TMEM242,0.015142948475918296,0.3313083166797077,0.6810635198135199,-0.34975520313381214,-0.005296325020239655,restore_normal,-16.219063138708325
FBXO40,0.016202415258722486,0.08716848402589931,0.4138636363636363,-0.326695152337737,-0.005293250521187617,restore_normal,-16.224356389229513
ALAD,0.014927757876263048,0.16616393590022163,0.5207517482517482,-0.3545878123515266,-0.005293201008657385,restore_normal,-16.22964959023817
FUT5,0.015979611757833204,0.09257185856602912,0.4237354312354312,-0.3311635726694021,-0.005291865319594028,restore_normal,-16.234941455557767
APOBEC3G,0.015754454830488113,0.4507284600917761,0.7864772727272727,-0.33574881263549666,-0.005289539503055949,restore_normal,-16.240230995060823
MASTL,-0.015626780914799746,0.4911231804553692,0.15264860139860137,0.3384745790567678,-0.005289268092149177,restore_normal,-16.245520263152972
ETHE1,0.014663985985068632,0.3570134153116306,0.7176602564102564,-0.3606468410986258,-0.005288520223429523,restore_normal,-16.250808783376403
SZT2,0.01440165971407172,0.22209924526161082,0.5892977855477856,-0.3671985402861747,-0.005288268424705344,restore_normal,-16.25609705180111
ATRIP,0.016353345841361194,0.5636266619283667,0.886931818181818,-0.32330515625345124,-0.005287121032508008,restore_normal,-16.26138417283362
UBE3D,-0.015740546980716266,0.4597529947090173,0.12405885780885777,0.33569413690015953,-0.0052840093330279595,restore_normal,-16.266668182166647
GPR12,0.01599712107057284,0.09115946698407562,0.42143356643356644,-0.3302740994494908,-0.0052834347553679184,restore_normal,-16.271951616922014
ENTPD4,0.015791218515590694,0.5144407539462938,0.8490209790209791,-0.3345802250746852,-0.005283429445149871,restore_normal,-16.277235046367164
FBXO4,-0.015779865113756633,0.6009691393242141,0.26617715617715615,0.334791983147058,-0.005282972335227659,restore_normal,-16.28251801870239
SRD5A3,0.014632843530175485,0.3230496526019796,0.6840821678321679,-0.3610325152301883,-0.005282932304669043,restore_normal,-16.28780095100706
KCNK4,-0.016075624608875676,0.527565452227554,0.1990180652680652,0.3285473869594888,-0.005281604458987758,restore_normal,-16.293082555466047
CAPRIN1,0.016142936242386288,0.5586856997894525,0.8857663170163171,-0.32708061722686466,-0.00528004155001363,restore_normal,-16.29836259701606
KNOP1,0.01466201275009981,0.3282576793105773,0.6883245920745921,-0.36006691276401476,-0.0052793056658350605,restore_normal,-16.303641902681893
FAM98B,0.014402919955011848,0.3298734467171395,0.6963141025641026,-0.36644065584696317,-0.005277815434425855,restore_normal,-16.308919718116318
POLR3GL,-0.01544928650866871,0.9093543245728305,0.5677870046620047,0.3415673199108258,-0.00527697138730045,restore_normal,-16.314196689503618
SLC7A6,0.014647515660722725,0.49367073025836217,0.853916083916084,-0.3602453536577218,-0.0052766994594040766,restore_normal,-16.319473388963022
PDXP,-0.015462548544098084,0.8436981859946846,0.5024781468531468,0.34122003914153776,-0.005276131419445076,restore_normal,-16.32474952038247
DLX2,0.01425591618125796,0.24498223672731903,0.615071386946387,-0.37008915021906796,-0.005275959905116019,restore_normal,-16.330025480287585
DNAJC5,0.01605222130768984,0.5272138261307964,0.8557794289044289,-0.32856560277363256,-0.005274207769816861,restore_normal,-16.3352996880574
LAD1,-0.01561471756745879,0.9528264422824763,0.6151019813519812,0.337724460930495,-0.00527347207305195,restore_normal,-16.340573160130454
DSE,-0.014433876713787161,0.777089392238108,0.41173951048951046,0.36534988174859756,-0.005273415150555976,restore_normal,-16.34584657528101
SREK1IP1,0.014083464982447325,0.3203490357309915,0.6946561771561772,-0.37430714142518573,-0.005271541518941562,restore_normal,-16.35111811679995
KRTAP1-5,0.015323199100206492,0.2221243996399177,0.5661334498834498,-0.3440090502435321,-0.005271319169154581,restore_normal,-16.356389435969103
CYP20A1,-0.015205246575058446,0.7592479804245416,0.4126908508158508,0.3465571296086908,-0.0052694866080446314,restore_normal,-16.361658922577146
MIER2,0.015464092594938523,0.4646206345111648,0.8053030303030302,-0.3406823957918654,-0.0052683441139909,restore_normal,-16.366927266691135
TRIM29,0.014296850683216738,0.26849462285023723,0.6369522144522144,-0.36845759160197716,-0.005267783170231121,restore_normal,-16.372195049861368
AZI2,-0.015756235190186856,0.7392475736728924,0.4050174825174825,0.3342300911554099,-0.0052662079238822304,restore_normal,-16.37746125778525
RGL1,-0.01580180735557656,0.9117284697253679,0.5785343822843825,0.33319408744098544,-0.005265068781759583,restore_normal,-16.38272632656701
FAM69C,0.014946611916172324,0.2163993701771832,0.5686465617715618,-0.3522471915943786,-0.005264902071322775,restore_normal,-16.38799122863833
SLAMF7,0.015271224502506394,0.4203489286910838,0.7650320512820514,-0.3446831225909676,-0.0052637333473116,restore_normal,-16.393254961985644
LMAN1,0.016287449318598015,0.6669223136461967,0.9900437062937062,-0.3231213926475095,-0.00526282330650112,restore_normal,-16.398517785292146
DUOXA2,0.014217216840234559,0.22901402329830628,0.5990865384615386,-0.3700725151632323,-0.005261401194686665,restore_normal,-16.403779186486833
NMUR2,0.014658357173331839,0.15566974335041334,0.5145775058275057,-0.3589077624770924,-0.005260998174670567,restore_normal,-16.409040184661503
MEI1,0.014304556981581019,0.3555410813813714,0.7230842074592074,-0.367543126077836,-0.005257541590168822,restore_normal,-16.41429772625167
CELSR3,0.01416293135152969,0.2291949207423003,0.6002622377622377,-0.37106731701993745,-0.005255400937749679,restore_normal,-16.41955312718942
SLC4A5,0.014835888679240176,0.13553232551692243,0.4897639860139859,-0.35423166049706345,-0.0052553414817968335,restore_normal,-16.424808468671216
HAUS8,-0.01562523405535774,0.49220856511933353,0.15595279720279717,0.33625576791653633,-0.005254075076159932,restore_normal,-16.430062543747376
KBTBD6,-0.015102800070840033,0.5457033645854183,0.19783945221445218,0.34786391237096614,-0.005253719120398919,restore_normal,-16.435316262867776
GHR,-0.012962609651878804,0.7782325784522245,0.3729865967365967,0.4052459817156278,-0.005253045473972098,restore_normal,-16.440569308341747
KRT73,0.014588999838187894,0.22332485220464743,0.5832284382284383,-0.35990358602379086,-0.005250633358264327,restore_normal,-16.445819941700012
SLC10A7,-0.016048098508227724,0.5014048987884153,0.17434149184149178,0.32706340694692354,-0.005248745773120801,restore_normal,-16.451068687473132
WDR45,0.015389232498422138,0.5284099970992185,0.8693181818181818,-0.3409081847189632,-0.005246315315255166,restore_normal,-16.456315002788386
TMPRSS5,0.015254767861648118,0.1548888872238236,0.49878496503496506,-0.34389607781114145,-0.005246054835540241,restore_normal,-16.46156105762393
POGLUT1,-0.016086299864626348,0.8476843521570148,0.5215675990675991,0.3261167530894157,-0.005246011881074652,restore_normal,-16.466807069505002
KIRREL3-AS2,-0.0158441408112884,0.4809163900577051,0.14983682983682975,0.33107956022087537,-0.005245671171878987,restore_normal,-16.47205274067688
ARHGAP11A,-0.015514491187676564,0.3761815867809995,0.03806818181818176,0.3381134049628177,-0.005245657441730953,restore_normal,-16.47729839811861
CACNG5,0.015145982958723993,0.14241231558361897,0.48871212121212115,-0.34629980562850216,-0.005245050954658725,restore_normal,-16.48254344907327
UBOX5,0.016110812776940486,0.45877036835643437,0.7842642773892774,-0.32549390903284303,-0.005243971428462632,restore_normal,-16.487787420501732
DCAF12L1,-0.01592466256020262,0.4447770412242797,0.11552156177156173,0.32925547945271794,-0.0052432824063822605,restore_normal,-16.493030702908115
CORT,0.015089841246313832,0.14476612315369536,0.4922144522144522,-0.34744832906075684,-0.00524294012682383,restore_normal,-16.49827364303494
RTN4IP1,-0.015018454213040289,0.7494254632954807,0.4004181235431235,0.34900733975235715,-0.0052415507520857715,restore_normal,-16.503515193787024
KCNJ5,0.0124395611695469,0.3723987964432779,0.7935810023310024,-0.4211822058877245,-0.005239321813665046,restore_normal,-16.50875451560069
ZC3H13,0.014415839138793497,0.23671822065420647,0.6001311188811189,-0.3634128982269125,-0.005238901881801903,restore_normal,-16.513993417482492
CYHR1,0.015676090063418007,0.490566037735849,0.8245716783216784,-0.33400564058582943,-0.005235902503513087,restore_normal,-16.519229319986007
TEX30,-0.015100827215139383,0.8058178330627009,0.4591462703962704,0.34667156266643057,-0.005235027368228133,restore_normal,-16.524464347354236
TCHP,0.016090631284709913,0.4791320347965331,0.8044638694638695,-0.3253318346673364,-0.005234794596810316,restore_normal,-16.529699141951046
CALB1,-0.010951350055847249,0.5346825356897812,0.05675844988344985,0.47792408580633133,-0.005233913963785912,restore_normal,-16.53493305591483
CNTD2,0.013174883663472506,0.3154268055759228,0.7125903263403264,-0.3971635207644036,-0.005232583181446164,restore_normal,-16.540165639096276
RCAN3,0.014632439439696988,0.3399196772532703,0.6975058275058275,-0.35758615025255713,-0.00523235768804493,restore_normal,-16.54539799678432
IRF2BP1,0.016214728027885084,0.561014352981222,0.8836829836829838,-0.32266863070176177,-0.0052319840899591585,restore_normal,-16.55062998087428
C2orf83,0.015570874916717674,0.1345630791528005,0.4704676573426573,-0.33590457818985675,-0.005230328170947071,restore_normal,-16.555860309045226
RADIL,0.015567387510369715,0.1133054886853465,0.4492642773892773,-0.3359587887039308,-0.005230000651268511,restore_normal,-16.561090309696496
SIGLEC7,0.014954228748839487,0.29941095938798856,0.6491418997668998,-0.3497309403789113,-0.005229956482972984,restore_normal,-16.56632026617947
TIMMDC1,0.01627787095688743,0.5896357538981258,0.9108289627039626,-0.3211932088058368,-0.0052283416051700105,restore_normal,-16.571548607784642
KIAA0040,0.015326490346148086,0.4494766283713557,0.7905973193473195,-0.34112069097596376,-0.005228182977114473,restore_normal,-16.576776790761755
CFHR2,-0.01519849801632462,0.4521392460751142,0.10816870629370623,0.34397053978140796,-0.005227835566541838,restore_normal,-16.5820046263283
PFKFB1,0.015050908767565116,0.15802033972325896,0.5053205128205128,-0.34730017309725386,-0.00522718322024634,restore_normal,-16.587231809548545
PRDM15,0.01495480088420126,0.15228407107021705,0.5016899766899766,-0.3494059056197596,-0.005225295746307522,restore_normal,-16.59245710529485
TBATA,0.01484749954527597,0.2676677395633414,0.6195352564102564,-0.35186751684691503,-0.005224352796381956,restore_normal,-16.597681458091234
GNB3,0.015141925198443502,0.1352995137176993,0.4803001165501166,-0.3450006028324173,-0.005223973321506378,restore_normal,-16.60290543141274
TRMT1L,-0.01543837337480147,0.6301599925500225,0.2917977855477855,0.338362207002237,-0.0052237620876224,restore_normal,-16.608129193500364
PLOD1,-0.016173279091610152,0.9435856870517034,0.6206206293706293,0.3229650576810741,-0.005223404014713983,restore_normal,-16.613352597515078
GP9,0.014911284894439505,0.17598752342835977,0.5261713286713287,-0.3501838052429689,-0.005221690485396828,restore_normal,-16.618574288000474
RFX7,-0.015540674344105172,0.7646331581803645,0.42863199300699295,0.33600116517337153,-0.005221684687199259,restore_normal,-16.623795972687674
CRIPT,-0.013595533470698595,0.8049518802094985,0.42101398601398604,0.38393789419551244,-0.0052198404912046255,restore_normal,-16.629015813178878
ANK2,-0.014461480553120304,0.8350568542469688,0.4743356643356644,0.3607211899113045,-0.0052165624730007455,restore_normal,-16.63423237565188
AVEN,-0.015755279937025312,0.5437900262354813,0.2128263403263403,0.33096368590914105,-0.005214425520488237,restore_normal,-16.63944680117237
HAT1,-0.013681635886933531,0.8436596516279168,0.4625393356643356,0.3811203159635812,-0.005214349392126779,restore_normal,-16.644661150564495
CACNB2,0.013894228068799383,0.4532476443192315,0.8285168997668998,-0.3752692554476683,-0.005214076622398439,restore_normal,-16.649875227186893
