gene,raw_r,raw_p,clean_r,clean_p,delta_r,depth_confounded
HP,-0.0916,0.41014296961734925,-0.1119,0.31385149517515243,-0.0203,False
SDR9C7,-0.0975,0.38060130704408196,-0.1119,0.3139902605739009,-0.0144,False
ASH2L,-0.1027,0.35545608200074824,-0.1118,0.3144173621303698,-0.0091,False
EFHC1,-0.1057,0.34168164822378927,-0.1118,0.3144533501084161,-0.0061,False
DPP9,-0.1048,0.34563593035803586,-0.1117,0.3147953325240558,-0.0069,False
FZD10,0.0891,0.42316647326058215,0.1116,0.3150224408553543,0.0225,False
SLC4A2,-0.0924,0.40605593910797716,-0.1116,0.3153671117947978,-0.0191,False
TNR,-0.0563,0.6132871222444743,-0.1116,0.3149558183604742,-0.0554,False
GOLGA7,-0.0781,0.4826719371124925,-0.1115,0.31573510137555366,-0.0333,False
C20orf24,-0.0816,0.4634883083001479,-0.1115,0.31568098482284757,-0.0299,False
BCAT2,-0.0749,0.500886383680735,-0.1115,0.31544498014408356,-0.0366,False
GPC5,0.0306,0.7837009408366924,0.1115,0.31573841730805835,0.0809,False
PGAP2,-0.0356,0.7495910652502306,-0.1114,0.31606845900305863,-0.0758,False
BRD4,-0.0336,0.7629920947541587,-0.1114,0.3159741468259629,-0.0778,False
SMG9,0.0495,0.6567234256522,0.1114,0.31600737814749197,0.0619,False
ANGPT4,-0.0457,0.6818863272069801,-0.1114,0.31601875169253957,-0.0657,False
METTL5,-0.0984,0.3763046143350067,-0.1114,0.3162030774556652,-0.013,False
PRPF4,0.0689,0.5357831553119671,0.1114,0.31617596746571486,0.0424,False
CEBPE,0.0505,0.6499945588684232,0.1113,0.31628773454358927,0.0608,False
RNF112,-0.0828,0.45656100104091213,-0.1113,0.31654912061079626,-0.0284,False
XIRP1,0.0247,0.8243465612444997,0.1113,0.31654616161925,0.0865,False
RAB24,0.0357,0.7489894477472124,0.1112,0.3170024242679196,0.0755,False
CYGB,0.1076,0.3328717552331646,0.1112,0.31703816029590304,0.0036,False
GPR171,-0.1103,0.32106077719190784,-0.1111,0.31749711415060483,-0.0008,False
IL25,-0.0429,0.7002435269267033,-0.1111,0.3171999611441219,-0.0682,False
LOC155060,0.0355,0.7501281330880368,0.1111,0.3172761922975342,0.0756,False
TRAPPC12,-0.0812,0.46537946445463974,-0.1111,0.31715077748495984,-0.0299,False
HDDC2,-0.088,0.42883631970899466,-0.111,0.3177688683273559,-0.023,False
SACM1L,0.0744,0.5038260473946313,0.1109,0.3182716082978381,0.0365,False
SRP9,-0.1072,0.3348542576196162,-0.1109,0.31814959116943964,-0.0037,False
RHOXF1,0.0694,0.5330760182441978,0.1108,0.3185566984469144,0.0414,False
FAM213A,-0.0891,0.42286584413235306,-0.1108,0.3186017865948855,-0.0217,False
STK16,-0.0728,0.5131491361661679,-0.1108,0.31867450184648577,-0.038,False
KIAA1429,-0.0677,0.5429084214391227,-0.1107,0.3189132792522585,-0.043,False
DNAJC2,0.054,0.6279883404571499,0.1107,0.319031926744981,0.0567,False
POLR1C,0.0457,0.6814976967999589,0.1107,0.3193109065098399,0.0649,False
S100A12,0.1016,0.3607797943102649,0.1106,0.3193890835804505,0.009,False
P2RY6,0.0659,0.553705802359708,0.1105,0.3197861100058088,0.0446,False
PPP1R9A,-0.1064,0.3384037020520849,-0.1104,0.3206054171947191,-0.004,False
LSM3,0.0585,0.599367226773924,0.1103,0.3209614161505689,0.0518,False
DPM2,-0.0686,0.5377911324968887,-0.1103,0.32085525813976806,-0.0417,False
WTAP,0.1044,0.3476777025920032,0.1102,0.3213794953316905,0.0058,False
PLCB2,-0.0576,0.6051004181396837,-0.1102,0.3213505918750038,-0.0526,False
PTGFR,0.1034,0.35228653417296285,0.1102,0.3214675190963028,0.0068,False
REC8,-0.0484,0.6639789940536225,-0.1101,0.3218663893072703,-0.0617,False
AMELX,-0.0971,0.38270573434062677,-0.11,0.3222731955419272,-0.0129,False
MAGEH1,-0.1027,0.3553553442221643,-0.11,0.32199303145603164,-0.0073,False
SLC24A2,-0.0683,0.5397019472531793,-0.11,0.32221659198304536,-0.0417,False
CLPS,0.0544,0.6251102122502513,0.11,0.3223182137896473,0.0556,False
PSIP1,-0.1038,0.35028123479417517,-0.11,0.322179971916412,-0.0062,False
UTP14A,-0.0405,0.7165210044290674,-0.11,0.3222324844810302,-0.0695,False
ATP1B1,0.1072,0.3349462578089772,0.11,0.32207020482133536,0.0029,False
RNASEH1,-0.0608,0.5851285663981661,-0.1099,0.32251813457618783,-0.0491,False
KLF13,-0.1066,0.33765658949738836,-0.1099,0.3226610183698929,-0.0033,False
ABCA5,0.0347,0.7554396710581697,0.1099,0.3226600936133114,0.0752,False
LSMEM2,0.0975,0.38032720185502417,0.1098,0.3231060503671561,0.0122,False
TBXAS1,0.0744,0.5037587876615404,0.1098,0.3231666297896231,0.0354,False
WDR64,-0.0968,0.3838576989199956,-0.1098,0.32322703433338823,-0.0129,False
SLK,-0.1097,0.32360464574895476,-0.1098,0.32328376801289704,-0.0001,False
DCLK1,0.0657,0.5553250547701472,0.1097,0.3236404306147467,0.044,False
MEGF9,-0.0308,0.7820343839943942,-0.1097,0.3236263124436161,-0.0788,False
CKAP2L,0.0559,0.6158716764563152,0.1097,0.3235741263329912,0.0538,False
TIMM10,0.0618,0.5791258025779885,0.1097,0.32331894004944345,0.048,False
TRPC6,0.0957,0.38939350094519987,0.1097,0.32336916743298216,0.014,False
UPF3A,-0.0817,0.4629260240886707,-0.1096,0.32393355503522003,-0.0279,False
TAL1,-0.0447,0.6879095234497554,-0.1096,0.32405778252090595,-0.0648,False
BIRC2,0.098,0.37821749291469636,0.1096,0.3237589391484791,0.0117,False
ALDH3A1,0.0981,0.3777787381962019,0.1096,0.32398082916817406,0.0115,False
PBXIP1,0.0276,0.8041229928814495,0.1096,0.3237679657174794,0.082,False
C4BPB,-0.0661,0.5529770327994691,-0.1095,0.32431850253281,-0.0435,False
ANO10,-0.0871,0.4335056356298803,-0.1095,0.3245748106762238,-0.0223,False
NPRL2,0.0759,0.495059595168075,0.1094,0.3246783599111507,0.0335,False
LSM5,-0.0567,0.6108545540040006,-0.1094,0.32494108332248994,-0.0527,False
FAM135A,0.0486,0.6624382954205706,0.1094,0.3248597960366548,0.0608,False
ZNF557,0.0882,0.42761448397444657,0.1093,0.32518014211387625,0.0211,False
ZFY,-0.0858,0.44058138314054285,-0.1092,0.3257671872898032,-0.0234,False
COPS3,-0.0482,0.6652291124576163,-0.1092,0.32566866883802426,-0.061,False
KCNJ6,0.0738,0.5075604001445421,0.1092,0.32563144971087016,0.0355,False
PLA2G2E,0.0667,0.5491432212541395,0.1091,0.326111619596983,0.0424,False
EIF2B4,0.0545,0.6245550031119035,0.109,0.32681081557986313,0.0545,False
C19orf44,-0.0522,0.6395413333566128,-0.109,0.32678539634792153,-0.0568,False
SPP2,0.0788,0.47870831418273285,0.109,0.32652670517580473,0.0302,False
GALNT1,-0.0907,0.41504832565765676,-0.1089,0.32720785551748216,-0.0182,False
C14orf79,-0.0903,0.4170743032562932,-0.1089,0.32699841841698346,-0.0187,False
UBASH3A,-0.0962,0.38708312834127456,-0.1089,0.32711952904750624,-0.0127,False
BTF3,-0.0883,0.42712935331669444,-0.1089,0.32712575171441854,-0.0206,False
RAVER1,-0.0882,0.42803924432373813,-0.1089,0.32723223410074076,-0.0207,False
VEPH1,-0.1057,0.34166361551966085,-0.1088,0.3276156658597871,-0.0031,False
SPX,0.0763,0.4929670212893555,0.1088,0.3274467469472482,0.0325,False
FAM209B,-0.0906,0.4154498953136511,-0.1088,0.3276526099072003,-0.0182,False
BTBD8,-0.055,0.621119608909525,-0.1087,0.32808073467743254,-0.0536,False
ACBD5,0.0356,0.7495785316196406,0.1087,0.3280082760888055,0.0731,False
VCPIP1,0.0181,0.8709485117462936,0.1087,0.3281736949675276,0.0906,False
HSPB1,-0.084,0.4501871801509237,-0.1087,0.3278787757291333,-0.0247,False
COL5A3,-0.0491,0.6590569684535572,-0.1087,0.32803131348810194,-0.0595,False
TLN1,0.0884,0.4266652790041942,0.1087,0.3281378223824841,0.0202,False
HDLBP,-0.0254,0.8200232991906098,-0.1087,0.3281713046361717,-0.0833,False
NUCB1,0.0484,0.6638832455070229,0.1087,0.328203909139228,0.0602,False
AXL,-0.1032,0.3530719385382836,-0.1086,0.32835234990495915,-0.0054,False
LRRN3,-0.0884,0.42703726831888544,-0.1086,0.3283214304987822,-0.0203,False
USP5,-0.0679,0.5419331347715756,-0.1086,0.3285320887984437,-0.0407,False
AKAP14,-0.0868,0.4354339055799331,-0.1086,0.32826205653975826,-0.0219,False
ARHGAP9,-0.0606,0.5862241491779364,-0.1086,0.3283927671252217,-0.048,False
PAX1,-0.0601,0.5895073096470402,-0.1085,0.3290618264849829,-0.0484,False
TAAR2,-0.1019,0.359151592207533,-0.1085,0.32875982463320624,-0.0066,False
CEP85L,-0.1077,0.3326859460742598,-0.1085,0.32877151481897976,-0.0009,False
SLC2A14,0.0617,0.5792402215992125,0.1084,0.3293727386461059,0.0466,False
PWP2,-0.0761,0.49437506548258814,-0.1084,0.3295189111672397,-0.0323,False
COG1,0.0367,0.7420533522714607,0.1084,0.32952031331785403,0.0717,False
INHBA,0.0908,0.4141616287745107,0.1084,0.32940311319387466,0.0176,False
XPO4,-0.0732,0.5105472708802365,-0.1083,0.32974731305796634,-0.0351,False
C16orf46,0.0472,0.6719249156802959,0.1083,0.3298470001402233,0.0611,False
EIF4E2,0.0541,0.6268887972027629,0.1083,0.32993846623391965,0.0541,False
SPAST,-0.0214,0.8475588926540406,-0.1082,0.3300338748535481,-0.0868,False
CD244,-0.0627,0.5736122124423569,-0.1082,0.33022973822054574,-0.0455,False
AGGF1,0.1082,0.33022019435933525,0.1082,0.3301797656612705,0.0,False
EPB41,-0.0317,0.7759865350981097,-0.1082,0.3302593535517858,-0.0765,False
NFAM1,0.0484,0.6638114370143808,0.1082,0.3301967214008894,0.0598,False
RASAL3,-0.0742,0.505039972397875,-0.1081,0.3308251382453577,-0.0339,False
KRTAP1-5,0.0414,0.7099735738588956,0.1081,0.3307830397342445,0.0666,False
CHST4,-0.0637,0.5670023443984161,-0.1081,0.3305175326500845,-0.0444,False
FAM107B,-0.1,0.3684453894452293,-0.108,0.33103175942219015,-0.008,False
TIGD4,0.0492,0.6583833450711059,0.108,0.3312756062267935,0.0587,False
JOSD2,0.087,0.43407331447488035,0.108,0.3309724257125154,0.021,False
ENPP2,0.1024,0.3570234220165993,0.108,0.3312686909522174,0.0056,False
KRT14,0.1078,0.3320207171325572,0.108,0.3311941610543065,0.0002,False
TRAF1,0.0845,0.44741559563590505,0.108,0.33117373265380223,0.0235,False
SLC25A39,0.1017,0.3602873362152607,0.1079,0.3315319568409418,0.0062,False
SIK2,0.0708,0.5244614342492165,0.1078,0.331911581293549,0.037,False
PLXNC1,0.1065,0.33788898611047297,0.1078,0.3319633768212101,0.0013,False
TAB3,-0.0318,0.7756221625500448,-0.1077,0.33267213250577105,-0.0759,False
DBNDD2,-0.0306,0.7837917515262729,-0.1077,0.33266684233610655,-0.0771,False
LIPI,0.0873,0.4326980014017314,0.1077,0.3326380528016993,0.0204,False
SH2D4B,-0.1051,0.34426522076958055,-0.1076,0.3331046883331705,-0.0024,False
PPP1R12C,0.0519,0.641247154320181,0.1076,0.3331526838359159,0.0557,False
AHSG,-0.0435,0.6960222738132408,-0.1076,0.3329603688332244,-0.0641,False
PAIP2B,0.0575,0.6053435333456332,0.1076,0.33277729423634717,0.0501,False
ZNF609,-0.0841,0.4494506835015626,-0.1076,0.3328502445191788,-0.0235,False
ELAVL3,0.049,0.6598204255642579,0.1075,0.3334917292766884,0.0584,False
KRTAP4-5,0.0193,0.8625490946493783,0.1075,0.3331763489536488,0.0883,False
LINC01107,0.0974,0.3810872172618194,0.1074,0.33393230296488957,0.01,False
KLK12,0.0266,0.8116182446694818,0.1074,0.33376230866445417,0.0809,False
TTLL3,0.0455,0.6829345585929248,0.1074,0.333624557758641,0.0619,False
PLCH1,0.0954,0.3909535574909277,0.1074,0.33391190971639223,0.012,False
KCNU1,-0.0902,0.41763203816788197,-0.1073,0.3341199424359602,-0.0172,False
FOXO4,0.0389,0.7268588798204314,0.1073,0.33409182464432163,0.0684,False
NKX2-3,0.0974,0.3808993538945949,0.1072,0.334589812965267,0.0098,False
APOA4,-0.0568,0.6097989254963571,-0.1072,0.3347668693208466,-0.0504,False
HPS4,0.0503,0.6518248457064421,0.1072,0.33464647998467517,0.057,False
SSH2,0.0337,0.7625554955730784,0.1071,0.3350596244015119,0.0735,False
TYROBP,-0.0877,0.4304986726159151,-0.1071,0.3350226184144885,-0.0194,False
CEP89,0.0946,0.3950017257901628,0.107,0.33560676595105804,0.0124,False
ATOH7,-0.0515,0.6437456992593843,-0.107,0.3357350022229014,-0.0555,False
CALML6,-0.0958,0.3887796888866584,-0.107,0.33555646814313556,-0.0112,False
C1orf21,-0.0549,0.6220790098592074,-0.107,0.3358721107952319,-0.0521,False
WDR82,-0.0675,0.544102982266287,-0.1069,0.3360519767138782,-0.0394,False
MDH1B,0.1003,0.367102097571859,0.1069,0.3361927008111486,0.0066,False
MAP4,0.0396,0.7221191429850684,0.1069,0.33610476390540467,0.0673,False
KEAP1,0.1059,0.34046227292629444,0.1069,0.33610942276521466,0.001,False
SGK223,-0.0821,0.4603670477315463,-0.1069,0.3359791641777252,-0.0248,False
GDNF,-0.0695,0.5324885463098554,-0.1069,0.33620816265642356,-0.0374,False
FGF17,0.0873,0.43260731178091266,0.1068,0.3366126059347244,0.0195,False
CALB2,0.068,0.5413927362372425,0.1067,0.3371517179710473,0.0387,False
LCTL,0.0817,0.4630484412077797,0.1067,0.33711767920022334,0.025,False
WDR73,-0.0763,0.4928619284529922,-0.1066,0.33769484128760435,-0.0302,False
NAE1,-0.0633,0.5698230924480807,-0.1066,0.33767858271622553,-0.0433,False
HIST1H3A,-0.0764,0.49223370271214806,-0.1066,0.33742113003611823,-0.0302,False
ENPP5,-0.07,0.529675181908385,-0.1066,0.33741669967341176,-0.0366,False
ARL8A,0.0334,0.7642844579055154,0.1066,0.33748272255433504,0.0732,False
GCNT4,0.0973,0.3817530250603699,0.1066,0.33726660511554496,0.0094,False
RRBP1,-0.0806,0.4686702084996705,-0.1066,0.33745048620672574,-0.026,False
ASB2,0.08,0.4720105198459936,0.1066,0.337306374761423,0.0266,False
MGLL,0.0445,0.6892682897224041,0.1066,0.337563084050131,0.062,False
CUZD1,-0.1042,0.34857938218968426,-0.1066,0.3373696376546777,-0.0024,False
GPC2,-0.0727,0.5139347900560368,-0.1065,0.33787051009673214,-0.0339,False
MTMR2,-0.0316,0.776544500941439,-0.1065,0.3381292892050792,-0.0748,False
ZAP70,-0.0923,0.4064331703106181,-0.1064,0.33843022404182194,-0.0141,False
SSX1,0.056,0.6151078592979974,0.1064,0.3385136012305262,0.0504,False
PPM1H,-0.0959,0.38864641844330367,-0.1064,0.3385250451595757,-0.0105,False
ARHGAP20,0.0619,0.5785682699108322,0.1064,0.33845539560582816,0.0445,False
INTS2,-0.0321,0.7733656662412786,-0.1064,0.33858521731328,-0.0743,False
FSCB,0.0679,0.5419606333128721,0.1063,0.33881881111776085,0.0384,False
ZNF827,-0.0908,0.4141521247220003,-0.1063,0.3386240226567701,-0.0155,False
PDCD2,-0.057,0.6086925394058927,-0.1063,0.3390311151143991,-0.0492,False
COPS4,-0.1055,0.3423677195516009,-0.1063,0.3389285994294887,-0.0008,False
ZIC2,-0.0851,0.44404679911035755,-0.1063,0.33876606011151733,-0.0212,False
RPL14,0.051,0.6469551281261042,0.1063,0.33884051147723454,0.0553,False
GLRA3,0.07,0.5296799647858692,0.1062,0.3392699054358667,0.0362,False
INPP5E,-0.0367,0.7416113640719019,-0.1062,0.3391708707721003,-0.0695,False
CNTN3,0.1049,0.34542433083593566,0.1062,0.33928745929548937,0.0013,False
REPIN1,0.0258,0.8168929687831691,0.1062,0.33925818864714696,0.0804,False
WDHD1,-0.0859,0.4401372146124153,-0.1062,0.3391108372520666,-0.0204,False
ARHGEF38,0.0953,0.39144934983634105,0.1061,0.3398664502857915,0.0108,False
KIFC3,-0.048,0.666628958233097,-0.1061,0.33956147186977464,-0.0582,False
HIST3H2A,-0.0523,0.6383888925493575,-0.1061,0.33953333763125637,-0.0538,False
SRSF1,-0.0914,0.41122095685909776,-0.1059,0.3404659009991729,-0.0145,False
SMN1,0.0601,0.5891119655242936,0.1059,0.3406062841685809,0.0458,False
MINA,-0.0265,0.8123141070093243,-0.1059,0.3407064144066706,-0.0794,False
ZC3HC1,0.0294,0.7921885747340129,0.1058,0.3410051635985883,0.0765,False
C6orf99,-0.0864,0.43750829229463783,-0.1058,0.3409077746223293,-0.0195,False
FHOD3,-0.1035,0.3516048537351602,-0.1057,0.34149982468583906,-0.0022,False
LRRC8E,-0.1055,0.34227815912346177,-0.1057,0.3415127713071583,-0.0002,False
LCN6,-0.045,0.6863335876749956,-0.1057,0.341762726983441,-0.0607,False
MAP3K10,0.0257,0.8177360379368901,0.1056,0.34223692299894054,0.0799,False
NOM1,0.0759,0.4952784779043213,0.1056,0.3418779426892006,0.0297,False
NRBF2,0.085,0.4447708829898801,0.1056,0.3420803786867321,0.0206,False
PCAT18,0.0978,0.37903259734853045,0.1056,0.34212642255693876,0.0078,False
GJC2,0.0993,0.3716780280103367,0.1055,0.3422902791452771,0.0062,False
PCDHGA10,-0.0697,0.5310141633104382,-0.1055,0.3426283501412741,-0.0357,False
RANBP9,0.0274,0.8057111191029752,0.1055,0.3425818263538651,0.0781,False
STAM2,-0.0967,0.3844405241088147,-0.1055,0.3425479894077821,-0.0088,False
HDAC2,-0.0438,0.6943301197920722,-0.1055,0.34243396362816164,-0.0617,False
LMTK2,-0.0646,0.5616884832828565,-0.1055,0.34252520672414993,-0.0409,False
LRRN4CL,-0.0816,0.4632260775275941,-0.1054,0.3431247460285964,-0.0237,False
CCDC102A,-0.0222,0.8419210787374705,-0.1054,0.3428311978580253,-0.0832,False
RPL18,-0.0573,0.6070914699393667,-0.1054,0.34312736099348573,-0.0481,False
TM2D2,0.05,0.6537299407863689,0.1054,0.3429307937504338,0.0554,False
AKR1C3,0.0239,0.8304641847057298,0.1053,0.34321436088526003,0.0815,False
KNG1,0.0542,0.6264615244632212,0.1053,0.34364551195851467,0.051,False
ZDHHC20,-0.0386,0.7292242232326632,-0.1053,0.3433619704945678,-0.0667,False
CCDC28B,-0.0557,0.6169883352697761,-0.1052,0.34376697453450167,-0.0495,False
MYLIP,0.0833,0.45392467944376613,0.1052,0.3440952828143909,0.0218,False
TNFRSF14,0.0648,0.560739854640012,0.1052,0.34381662390467405,0.0404,False
C22orf42,0.035,0.7537450069802448,0.1052,0.3437934501996604,0.0703,False
CLEC12B,-0.0675,0.5440974327079977,-0.1051,0.3445509279017885,-0.0375,False
TCF7,-0.0382,0.732002496760258,-0.1051,0.3444757150442878,-0.0669,False
NCOA6,0.0909,0.41371463858831253,0.1051,0.34417578555615397,0.0142,False
RAB8B,0.0544,0.6249510367600417,0.105,0.3447025961870693,0.0506,False
TP53INP1,0.0976,0.3799494813993709,0.105,0.3448469874715239,0.0074,False
MIP,-0.0999,0.36904111718439186,-0.105,0.3446691097089595,-0.0052,False
CERK,0.0833,0.4539137804413847,0.1049,0.34507709890087357,0.0216,False
TTTY13,0.1048,0.3456701197091005,0.1049,0.34547087323949655,0.0,False
EIF2AK1,-0.1036,0.3514363887414033,-0.1049,0.3454600845692925,-0.0013,False
ESRP2,-0.0419,0.706539173185894,-0.1049,0.34506299065748225,-0.063,False
TAS2R39,-0.0888,0.42481236736039174,-0.1049,0.34541433006342503,-0.0161,False
MGST3,-0.1046,0.3468517341893067,-0.1048,0.34563396957333886,-0.0003,False
PANK4,-0.0856,0.4413743635066582,-0.1048,0.3457268222974139,-0.0192,False
TAF5,0.0757,0.4961590814416775,0.1048,0.3458530042828131,0.029,False
ZNF76,0.0365,0.7434454987052563,0.1048,0.3455720528752308,0.0684,False
CDH26,-0.0837,0.45161341741831157,-0.1048,0.34569101370896077,-0.0211,False
ASB16,0.0349,0.7540016863694716,0.1048,0.3457320550121648,0.0699,False
ATP6V1E1,-0.0955,0.390636557000377,-0.1048,0.34587531693850715,-0.0093,False
RP9,0.0651,0.558493611390875,0.1047,0.34599284008061265,0.0396,False
CDH7,-0.0971,0.3825475698907368,-0.1047,0.34615039664426445,-0.0076,False
ABCB11,0.0867,0.43561482393841305,0.1047,0.3463879806635598,0.0179,False
PARP3,0.0738,0.5070150363370515,0.1046,0.34682335724258523,0.0307,False
GANC,-0.0799,0.4724704628839135,-0.1046,0.34659547868183066,-0.0247,False
LCOR,-0.0519,0.6413280960263935,-0.1046,0.346885684796388,-0.0527,False
SCAMP4,-0.0643,0.5634103497027606,-0.1046,0.346476022162415,-0.0403,False
ATG5,0.0945,0.3952917094302951,0.1046,0.34659999597520663,0.0101,False
TRPC4AP,-0.0372,0.7387274845387802,-0.1046,0.3466656863363529,-0.0674,False
DUS4L,-0.0727,0.5137894522856692,-0.1046,0.3467724321421035,-0.0319,False
RAB31,-0.1001,0.3681046497738616,-0.1045,0.3471450893277894,-0.0044,False
LONRF3,-0.102,0.3590263739939349,-0.1045,0.34698250428465,-0.0026,False
KCNB2,-0.0464,0.6772678193479319,-0.1045,0.3470820711748479,-0.0581,False
NFYC,-0.1011,0.3630472199738279,-0.1045,0.34727485720777845,-0.0034,False
SYNPO2L,0.0377,0.7352477559518938,0.1045,0.34693991474678615,0.0669,False
BICD2,0.1038,0.35052258622366084,0.1045,0.34692743396346426,0.0008,False
DERA,0.0603,0.5884534325764083,0.1044,0.347440720945369,0.0442,False
DEPTOR,0.1017,0.360444516043669,0.1044,0.34765118959212016,0.0027,False
AP5B1,0.0787,0.4793579705049283,0.1044,0.34760402748188934,0.0257,False
ARHGEF19,0.0946,0.395119567567055,0.1044,0.3476515434401433,0.0098,False
PLEKHM2,-0.0276,0.8045611321849581,-0.1044,0.34752498709985064,-0.0768,False
MAGED1,-0.0612,0.5827888134973809,-0.1043,0.3478441623762881,-0.0432,False
ID2,0.0758,0.49566915079382595,0.1043,0.34784516391718956,0.0285,False
DCLRE1A,0.095,0.3927507519694738,0.1043,0.34798256763449026,0.0093,False
CASP6,0.0485,0.6631585275776882,0.1043,0.3481918053441186,0.0558,False
IARS,0.0492,0.6586227201699056,0.1043,0.34796464226861873,0.0551,False
NBPF1,0.025,0.8222140756686914,0.1043,0.3480151830709413,0.0793,False
RGS20,-0.0746,0.5028710786653947,-0.1043,0.34822282191102955,-0.0297,False
LY6G6D,0.0161,0.8849608588033105,0.1043,0.34823083925951004,0.0881,False
CABS1,0.0778,0.4844538844837652,0.1042,0.3483653118161781,0.0264,False
TPI1,-0.0778,0.48428892935388934,-0.1042,0.34862606464602625,-0.0263,False
CSAD,-0.0766,0.491170535746296,-0.1042,0.3487263047748516,-0.0275,False
MIR1-2,0.0813,0.46510205076078853,0.1041,0.3489615078620102,0.0228,False
NIPSNAP3A,-0.0968,0.38420703978895315,-0.1041,0.34885323946579744,-0.0074,False
CES5A,-0.0824,0.4588226840569886,-0.1041,0.34886400588923944,-0.0217,False
SMAD4,-0.0741,0.5053346414951277,-0.1041,0.3491203314929562,-0.0299,False
TST,0.0555,0.6182568213184094,0.1041,0.3490752925441045,0.0486,False
COL6A5,0.0986,0.3749575951291989,0.1041,0.3491673614971127,0.0054,False
C19orf84,0.024,0.8296548145558564,0.1041,0.3487833440255231,0.0802,False
MASP2,0.0638,0.5666599160920053,0.104,0.34950286496930405,0.0402,False
PNPLA2,-0.0231,0.8359384807428567,-0.1039,0.3498874337797788,-0.0808,False
RIOK2,-0.0565,0.6120018610399507,-0.1039,0.35002158990697246,-0.0474,False
CAPZA2,-0.0872,0.4331676830259887,-0.1039,0.3501447844742464,-0.0167,False
GPR21,0.0324,0.771206141743812,0.1038,0.3505956709208527,0.0714,False
CCDC13,0.0447,0.6883894218954619,0.1037,0.3509289770929902,0.059,False
KPNA5,0.0823,0.4596479854395892,0.1037,0.35069499766712525,0.0215,False
PRAM1,-0.0952,0.3920046023227644,-0.1036,0.3514291645554029,-0.0084,False
CDK9,-0.0727,0.5136138797325508,-0.1036,0.3512486622432945,-0.0309,False
OR2S2,0.0644,0.5629895018762869,0.1036,0.35112553189725504,0.0392,False
ANKUB1,0.0624,0.5749135732059749,0.1036,0.35113815515979235,0.0412,False
CCR4,0.0598,0.5914571408170007,0.1036,0.3511641454556307,0.0439,False
COQ2,-0.0974,0.38110865030220054,-0.1036,0.35111082194954707,-0.0063,False
FBXW11,-0.0916,0.41010403835355985,-0.1035,0.3515714519258044,-0.0119,False
MECP2,-0.039,0.7261020841943367,-0.1035,0.3519540405719333,-0.0644,False
ADPRHL2,0.0774,0.4865331418928028,0.1034,0.3523010844039704,0.026,False
RFX6,-0.0386,0.7289623681520431,-0.1034,0.35235450838780624,-0.0648,False
HNRNPUL2,-0.0712,0.5221765807025399,-0.1034,0.35220576128671666,-0.0322,False
ZNF292,-0.0256,0.8183084398075263,-0.1033,0.3527352405143019,-0.0777,False
ACTL7B,-0.0986,0.37497461465980125,-0.1032,0.35304259481549877,-0.0046,False
B4GALT5,-0.064,0.5654174828378862,-0.1032,0.35320550930484507,-0.0392,False
PDE1C,-0.0565,0.6117696398767142,-0.1032,0.35337349060079926,-0.0466,False
MRPL51,0.0877,0.43061561154510924,0.1032,0.3530796980953377,0.0156,False
ZNF212,0.0943,0.3966085791990696,0.1031,0.35348061362478206,0.0089,False
SNRNP70,-0.0997,0.36970328130490626,-0.1031,0.3534772143383954,-0.0034,False
FOXD3,0.0484,0.6636547790956886,0.1031,0.3538330306254348,0.0546,False
RPL18A,-0.0628,0.57258297888525,-0.103,0.3540659262349345,-0.0402,False
SIK3,0.0884,0.4266120073903749,0.103,0.3541230632045961,0.0146,False
C1QTNF2,-0.1029,0.35449980157169453,-0.103,0.35420666460551875,-0.0001,False
GPR50,0.0605,0.5868137165147476,0.103,0.3540290226129228,0.0425,False
SPHK1,-0.0553,0.6195414319492185,-0.103,0.3542740195798414,-0.0477,False
SNORA21,-0.0854,0.44257346120943225,-0.1029,0.3547161541530879,-0.0175,False
RAD9A,0.0766,0.49145915776109883,0.1029,0.3548290961220593,0.0263,False
GGN,-0.0366,0.7427971572081927,-0.1029,0.35476194849696135,-0.0663,False
GHRH,0.0358,0.7482474174691394,0.1029,0.3546398558320861,0.0671,False
ABCE1,-0.0813,0.46478167869415943,-0.1029,0.3545030797030822,-0.0216,False
ARHGAP19,-0.0594,0.5936111672240048,-0.1029,0.3544615200899032,-0.0435,False
CATSPERG,0.0683,0.5396976963616893,0.1029,0.3545198915461396,0.0346,False
DNAH10,-0.0534,0.6316855833699045,-0.1028,0.355049091678215,-0.0494,False
OR52D1,0.1009,0.36416782073627973,0.1028,0.3550938679066112,0.0019,False
CREM,-0.0683,0.5393374610804929,-0.1028,0.3551832160460507,-0.0344,False
MBLAC2,0.0653,0.5572983920554176,0.1028,0.3549920652579249,0.0375,False
PARN,0.0688,0.5367415292881641,0.1027,0.3553115786230948,0.034,False
SNPH,-0.0501,0.6527382092219111,-0.1027,0.3556893494040272,-0.0525,False
CA14,0.0401,0.7188589885611967,0.1026,0.3559297210060595,0.0625,False
RSAD1,0.0819,0.4616220962282563,0.1026,0.3560931970946268,0.0207,False
KPNA1,0.067,0.5475495061118111,0.1026,0.3559012699343238,0.0357,False
FGF16,-0.0583,0.6008328655509396,-0.1026,0.35612427215430226,-0.0443,False
KRTAP4-4,0.0616,0.5803900997746907,0.1025,0.3564112353737888,0.041,False
ASPHD1,0.0937,0.39950805490313884,0.1025,0.35635166038465194,0.0088,False
