gene,r_pc1,r_pc2,r_depth,clean_r,dominant
TAPBP,0.793,-0.2885,0.793,-0.4735,depth
TMEM97,-0.7986,-0.285,-0.7986,-0.4735,depth
AFF3,-0.7416,-0.3176,-0.7416,-0.4735,depth
RHBDF2,-0.7236,-0.3267,-0.7236,-0.4733,depth
PIAS2,0.6504,0.3595,0.6504,0.4733,depth
PTPN6,0.0285,-0.4728,0.0285,-0.473,PC2
KRT8,0.5815,-0.3847,0.5815,-0.4729,depth
MGARP,-0.6869,0.3437,-0.6869,0.4729,depth
DDB2,0.7297,-0.3233,0.7297,-0.4728,depth
FSTL3,0.4304,0.4267,0.4304,0.4727,depth
TMEM258,-0.6831,-0.3451,-0.6831,-0.4726,depth
DLG3,0.6626,-0.3539,0.6626,-0.4725,depth
MBLAC1,0.5023,-0.4081,0.5023,-0.4719,depth
HPN,-0.4554,0.4199,-0.4554,0.4717,depth
SLC22A23,0.5114,0.4053,0.5114,0.4716,depth
SLC38A11,-0.4337,-0.4245,-0.4337,-0.4711,depth
ABCC9,-0.0337,-0.4705,-0.0337,-0.4708,PC2
ARPP21,-0.628,0.3664,-0.628,0.4708,depth
PHF2,-0.3557,-0.4398,-0.3557,-0.4706,PC2
IK,-0.1548,-0.4648,-0.1548,-0.4705,PC2
VWA3B,0.3507,0.4401,0.3507,0.47,PC2
SOCS1,0.1642,-0.4635,0.1642,-0.4699,PC2
XG,0.4176,-0.427,0.4176,-0.4699,PC2
ATP6V0D1,0.7916,0.2871,0.7916,0.4698,depth
ATP1A1,0.0384,-0.4692,0.0384,-0.4695,PC2
ZBTB46,-0.7736,-0.2975,-0.7736,-0.4695,depth
GRM3,-0.5338,-0.3966,-0.5338,-0.469,depth
TRIM56,-0.2429,-0.4544,-0.2429,-0.4684,PC2
FTHL17,-0.5602,-0.388,-0.5602,-0.4684,depth
FBXL13,-0.7825,-0.2916,-0.7825,-0.4684,depth
HIST2H2AA3,-0.3359,-0.4408,-0.3359,-0.468,PC2
NACA,-0.7272,0.3211,-0.7272,0.4678,depth
ARID1A,0.5088,-0.4027,0.5088,-0.4678,depth
EPB41L5,-0.1701,0.461,-0.1701,0.4678,PC2
OSBPL2,-0.4063,-0.4272,-0.4063,-0.4675,PC2
RPP25L,0.745,-0.3116,0.745,-0.4671,depth
CCNB1,-0.7053,-0.3311,-0.7053,-0.4671,depth
WT1-AS,0.5492,0.3902,0.5492,0.467,depth
ZDHHC14,-0.6615,-0.3502,-0.6615,-0.4669,depth
PPP1R11,-0.3471,-0.4378,-0.3471,-0.4669,PC2
MROH9,-0.6612,-0.3503,-0.6612,-0.4669,depth
METTL7A,0.2897,0.4468,0.2897,0.4668,PC2
TLDC1,0.6439,-0.3571,0.6439,-0.4667,depth
C19orf18,0.3149,-0.4429,0.3149,-0.4666,PC2
ADPRHL1,0.1481,-0.4615,0.1481,-0.4666,PC2
FEZF2,-0.7157,0.3258,-0.7157,0.4664,depth
PPP1R3B,0.5402,-0.3924,0.5402,-0.4664,depth
HMMR,0.3149,0.4427,0.3149,0.4664,PC2
PTGS1,0.0281,-0.466,0.0281,-0.4662,PC2
SOX4,-0.3725,-0.4326,-0.3725,-0.4662,PC2
RORA,-0.0853,0.4645,-0.0853,0.4662,PC2
DGKA,0.7881,-0.2869,0.7881,-0.4661,depth
CAMK2B,0.7115,0.3273,0.7115,0.4659,depth
RIMBP2,-0.1974,-0.4568,-0.1974,-0.4659,PC2
GPX1,0.7258,-0.3204,0.7258,-0.4658,depth
PARP14,0.7769,-0.2933,0.7769,-0.4658,depth
VCP,0.7379,0.3144,0.7379,0.4658,depth
OAF,0.6427,0.3567,0.6427,0.4657,depth
SERPINF1,0.3027,0.4437,0.3027,0.4656,PC2
CDK2AP2,-0.3233,-0.4406,-0.3233,-0.4656,PC2
ABCG1,0.1603,-0.4595,0.1603,-0.4656,PC2
LGALS4,-0.5471,0.3892,-0.5471,0.465,depth
GRHL3,0.1599,-0.459,0.1599,-0.465,PC2
MATN3,-0.7392,-0.3132,-0.7392,-0.465,depth
POLR2C,0.7578,-0.3033,0.7578,-0.4648,depth
ATG9A,0.6614,0.3486,0.6614,0.4648,depth
MAP3K8,-0.4144,-0.4229,-0.4144,-0.4647,PC2
PHYHD1,0.0019,0.4647,0.0019,0.4647,PC2
SLC35B4,-0.0835,0.4631,-0.0835,0.4647,PC2
ECHDC3,-0.513,0.3988,-0.513,0.4646,depth
ZNF789,-0.7918,0.2837,-0.7918,0.4645,depth
DCPS,0.7948,-0.2818,0.7948,-0.4643,depth
HIST1H4H,-0.2267,-0.4521,-0.2267,-0.4642,PC2
YWHAB,-0.0087,-0.4641,-0.0087,-0.4641,PC2
GPX4,-0.7215,0.3214,-0.7215,0.4641,depth
OXT,0.0891,0.462,0.0891,0.4639,PC2
DLG2,-0.0079,0.4637,-0.0079,0.4638,PC2
NKD2,-0.5577,0.3848,-0.5577,0.4636,depth
MCM8,-0.2121,-0.4529,-0.2121,-0.4634,PC2
RET,-0.2133,0.4524,-0.2133,0.463,PC2
PDGFRL,-0.7206,-0.3208,-0.7206,-0.4627,depth
PPM1J,0.5598,-0.3834,0.5598,-0.4627,depth
NRIP2,0.2267,0.4507,0.2267,0.4627,PC2
EVPL,-0.64,-0.3554,-0.64,-0.4626,depth
LRP1B,-0.7713,0.2944,-0.7713,0.4625,depth
TREML1,0.0109,0.4624,0.0109,0.4625,PC2
C7orf49,0.0926,-0.4604,0.0926,-0.4624,PC2
GSTO1,-0.5903,0.373,-0.5903,0.4621,depth
DLEU1,-0.021,0.4619,-0.021,0.462,PC2
SNX4,-0.8149,0.2677,-0.8149,0.4619,depth
RNF5,-0.2121,0.4513,-0.2121,0.4618,PC2
CIB4,-0.0046,-0.4617,-0.0046,-0.4617,PC2
ITGB1,-0.4605,-0.4098,-0.4605,-0.4617,depth
MESDC1,0.7749,0.2914,0.7749,0.461,depth
COL12A1,-0.4919,-0.4013,-0.4919,-0.4609,depth
CLEC11A,-0.7784,-0.2893,-0.7784,-0.4609,depth
ARL6IP4,0.7,0.329,0.7,0.4608,depth
TDRP,0.6859,-0.3353,0.6859,-0.4608,depth
ARL5B,0.5369,-0.3887,0.5369,-0.4607,depth
AFG3L2,0.765,0.2967,0.765,0.4607,depth
TPRG1L,-0.7898,0.2823,-0.7898,0.4603,depth
DNM1L,0.792,-0.281,0.792,-0.4603,depth
DMXL1,0.5336,0.3892,0.5336,0.4602,depth
PHLDA1,0.4951,-0.3998,0.4951,-0.4602,depth
TNXB,0.7484,0.3052,0.7484,0.4602,depth
HNRNPA2B1,-0.7753,-0.2906,-0.7753,-0.46,depth
LRRC57,-0.6504,-0.3493,-0.6504,-0.4599,depth
TRAF5,-0.7702,-0.2933,-0.7702,-0.4599,depth
ZFAS1,0.4769,-0.4042,0.4769,-0.4598,depth
ADAMTS6,-0.1805,-0.4522,-0.1805,-0.4597,PC2
ESRRB,-0.6012,-0.3673,-0.6012,-0.4596,depth
KMT2E,0.6932,-0.3312,0.6932,-0.4595,depth
MIF4GD,-0.7798,-0.287,-0.7798,-0.4585,depth
COMMD8,0.3347,0.4319,0.3347,0.4584,PC2
ANKRD2,0.32,-0.4343,0.32,-0.4584,PC2
ZBTB3,-0.5841,-0.3719,-0.5841,-0.4582,depth
SC5D,0.8236,0.2599,0.8236,0.4582,depth
H6PD,0.7973,-0.2765,0.7973,-0.458,depth
PLA2G4A,-0.2392,-0.4445,-0.2392,-0.4578,PC2
ECHDC1,0.2509,0.4432,0.2509,0.4578,PC2
DNAH14,-0.7892,-0.2811,-0.7892,-0.4577,depth
LTB4R,0.7592,-0.2978,0.7592,-0.4575,depth
IGSF5,-0.3325,0.4313,-0.3325,0.4573,PC2
UBE2G1,0.3146,0.434,0.3146,0.4572,PC2
LIG3,0.6714,-0.3388,0.6714,-0.4572,depth
METTL10,-0.7443,-0.3052,-0.7443,-0.457,depth
ALPI,-0.4644,0.4047,-0.4644,0.457,depth
TNNI3K,-0.8035,0.2718,-0.8035,0.4565,depth
DENND5A,0.3882,-0.4206,0.3882,-0.4564,PC2
U2AF2,-0.8205,-0.2607,-0.8205,-0.456,depth
MRPS2,-0.0948,0.4538,-0.0948,0.4559,PC2
SLC35G2,-0.7821,-0.284,-0.7821,-0.4557,depth
AMBP,0.569,0.3746,0.569,0.4556,depth
JMJD7-PLA2G4B,0.5669,-0.3751,0.5669,-0.4553,depth
GPAA1,0.7679,0.2916,0.7679,0.4552,depth
CD1C,0.4922,0.3961,0.4922,0.455,depth
FLRT1,-0.0498,-0.4544,-0.0498,-0.4549,PC2
PBX1,0.7631,0.294,0.7631,0.4549,depth
FASTKD5,-0.3098,0.4326,-0.3098,0.4549,PC2
TRA2B,0.745,-0.3033,0.745,-0.4546,depth
RYK,-0.6587,-0.3416,-0.6587,-0.4539,depth
CNTRL,0.7742,-0.2873,0.7742,-0.4539,depth
NUB1,0.2669,-0.4371,0.2669,-0.4536,PC2
KANK3,0.4504,-0.4049,0.4504,-0.4535,depth
ANO1,-0.7954,-0.2748,-0.7954,-0.4534,depth
NLRP14,0.5566,-0.3767,0.5566,-0.4534,depth
SURF4,0.6859,0.3296,0.6859,0.453,depth
PCGF5,0.8197,-0.2594,0.8197,-0.4529,depth
RPAP2,-0.0117,0.4528,-0.0117,0.4528,PC2
XPR1,-0.6717,0.3352,-0.6717,0.4524,depth
SLC35F5,-0.2564,-0.437,-0.2564,-0.4521,PC2
B4GALT3,-0.5736,-0.3701,-0.5736,-0.4518,depth
ELF1,-0.8047,-0.2682,-0.8047,-0.4517,depth
KCNAB1,0.6065,0.359,0.6065,0.4516,depth
TCHH,-0.776,-0.2847,-0.776,-0.4515,depth
SMAP1,0.744,0.3017,0.744,0.4515,depth
NES,-0.7726,0.2866,-0.7726,0.4514,depth
DTNB,0.7919,-0.2757,0.7919,-0.4514,depth
FANCB,-0.4893,-0.3935,-0.4893,-0.4512,depth
HIST1H4E,-0.082,-0.4496,-0.082,-0.4512,PC2
MAP3K11,0.1697,0.4446,0.1697,0.4511,PC2
RIMS4,0.2921,0.4314,0.2921,0.451,PC2
NECAP2,-0.1891,-0.4428,-0.1891,-0.4509,PC2
PEF1,-0.193,-0.4419,-0.193,-0.4503,PC2
NDUFA13,0.7981,-0.2713,0.7981,-0.4503,depth
PIGR,-0.5171,0.3853,-0.5171,0.4502,depth
RBM46,-0.7917,0.275,-0.7917,0.4501,depth
FOXF2,0.2315,0.4379,0.2315,0.4501,PC2
TMEM106B,0.8199,-0.2576,0.8199,-0.45,depth
TRIM45,-0.0831,-0.4484,-0.0831,-0.45,PC2
PINK1,0.7076,0.3177,0.7076,0.4497,depth
FBXO43,-0.6628,0.3366,-0.6628,0.4494,depth
C5orf42,-0.1411,-0.4447,-0.1411,-0.4492,PC2
AGTRAP,-0.6882,0.3257,-0.6882,0.449,depth
MYO9B,0.6993,-0.3209,0.6993,-0.4489,depth
HSD17B6,-0.6974,-0.3217,-0.6974,-0.4488,depth
SERPINB7,0.5889,0.3627,0.5889,0.4488,depth
RSG1,-0.6319,-0.3477,-0.6319,-0.4486,depth
IDH1,-0.8107,0.2626,-0.8107,0.4486,depth
GAN,0.631,-0.348,0.631,-0.4486,depth
SUPV3L1,0.5477,0.3753,0.5477,0.4486,depth
BTG3,0.2402,-0.4354,0.2402,-0.4485,PC2
SYK,-0.2248,-0.437,-0.2248,-0.4484,PC2
NIFK,-0.5812,-0.3648,-0.5812,-0.4483,depth
SLC39A14,-0.2079,0.4383,-0.2079,0.4481,PC2
INPP5D,0.7983,-0.2697,0.7983,-0.4478,depth
CDK18,-0.7564,0.2928,-0.7564,0.4477,depth
RTCB,-0.24,0.4346,-0.24,0.4477,PC2
SYP,0.5505,-0.3735,0.5505,-0.4474,depth
SPN,0.7425,0.2997,0.7425,0.4474,depth
PPP1R1B,0.381,0.4137,0.381,0.4474,PC2
TRAF3IP3,-0.357,0.4177,-0.357,0.4472,PC2
RMDN3,-0.7921,-0.2729,-0.7921,-0.4472,depth
C8orf88,-0.8,-0.2683,-0.8,-0.4471,depth
TMEM50B,-0.6927,-0.3223,-0.6927,-0.4469,depth
C18orf8,-0.8104,0.2618,-0.8104,0.4468,depth
KCTD11,-0.5204,-0.3815,-0.5204,-0.4468,depth
CCDC151,0.21,-0.4368,0.21,-0.4468,PC2
TAP1,-0.4786,-0.3924,-0.4786,-0.4468,depth
PRRX1,-0.743,-0.2989,-0.743,-0.4466,depth
CCNT2,-0.0551,-0.446,-0.0551,-0.4466,PC2
NYAP1,0.5419,-0.3752,0.5419,-0.4465,depth
SLC16A6,-0.5287,-0.3789,-0.5287,-0.4464,depth
TBX18,0.6595,0.3356,0.6595,0.4464,depth
LCA5,0.0006,-0.4462,0.0006,-0.4462,PC2
HBD,-0.22,-0.4353,-0.22,-0.4462,PC2
MPP5,-0.1243,0.4427,-0.1243,0.4462,PC2
ZMYND10,0.6909,-0.3224,0.6909,-0.4459,depth
RGS7BP,-0.6913,-0.3221,-0.6913,-0.4458,depth
VWDE,-0.4595,-0.3956,-0.4595,-0.4454,depth
CAT,0.6825,0.3255,0.6825,0.4454,depth
TRIM46,0.4887,-0.3884,0.4887,-0.4452,depth
PIGT,0.1817,-0.4378,0.1817,-0.4452,PC2
TOX3,0.7656,-0.2864,0.7656,-0.4451,depth
PPIH,-0.3116,-0.4227,-0.3116,-0.4449,PC2
CALHM2,0.6863,-0.3235,0.6863,-0.4447,depth
AGRN,-0.3894,-0.4096,-0.3894,-0.4447,PC2
EI24,0.4061,-0.4062,0.4061,-0.4445,PC2
ATP6AP1L,0.3963,0.4081,0.3963,0.4445,PC2
MTFR1,-0.7181,0.3093,-0.7181,0.4444,depth
SLC45A4,0.8071,-0.2624,0.8071,-0.4444,depth
ELF3,0.2823,-0.4264,0.2823,-0.4444,PC2
BASP1,-0.5331,-0.376,-0.5331,-0.4444,depth
ACSL1,0.5707,0.3649,0.5707,0.4443,depth
VCAN,-0.5484,-0.3715,-0.5484,-0.4443,depth
GRINA,-0.2642,0.4284,-0.2642,0.4442,PC2
SURF1,0.7047,0.3151,0.7047,0.4442,depth
ANKLE2,-0.8237,-0.2519,-0.8237,-0.4442,depth
TNF,0.6983,-0.3179,0.6983,-0.4441,depth
IL31RA,0.5247,0.3779,0.5247,0.4439,depth
SLC26A3,-0.3301,0.4189,-0.3301,0.4438,PC2
TLCD1,-0.4781,-0.3897,-0.4781,-0.4437,depth
REV3L,0.6848,-0.3233,0.6848,-0.4437,depth
HSBP1,-0.6107,-0.3513,-0.6107,-0.4436,depth
UBR4,0.187,0.4357,0.187,0.4435,PC2
IGFBP4,-0.712,0.3114,-0.712,0.4434,depth
TEX10,-0.584,-0.3599,-0.584,-0.4434,depth
PLOD2,-0.7661,-0.2849,-0.7661,-0.4433,depth
TYMS,-0.0407,0.4429,-0.0407,0.4433,PC2
PYROXD2,0.1639,0.4373,0.1639,0.4433,PC2
EDIL3,0.7616,-0.287,0.7616,-0.443,depth
ELOVL4,-0.8026,0.264,-0.8026,0.4426,depth
KRT85,0.725,0.3046,0.725,0.4422,depth
MTHFSD,0.6667,-0.3295,0.6667,-0.4421,depth
PHLDB3,-0.3804,-0.4088,-0.3804,-0.442,PC2
IWS1,-0.3206,-0.4187,-0.3206,-0.442,PC2
SUMF2,0.2908,0.4228,0.2908,0.4419,PC2
SFXN3,0.7449,0.2948,0.7449,0.4418,depth
MAPK9,-0.0482,-0.4411,-0.0482,-0.4416,PC2
SLC25A1,-0.4319,0.3982,-0.4319,0.4415,depth
AR,-0.4334,0.3979,-0.4334,0.4415,depth
TMEM150B,-0.7564,0.2886,-0.7564,0.4413,depth
AMT,-0.4017,0.4041,-0.4017,0.4413,PC2
APRT,0.1052,0.4388,0.1052,0.4413,PC2
PAK6,0.2235,-0.43,0.2235,-0.4412,PC2
ACAD8,-0.5572,0.3662,-0.5572,0.441,depth
ZSCAN29,0.7477,-0.2927,0.7477,-0.4408,depth
SPRED2,0.6166,0.347,0.6166,0.4407,depth
RNF123,-0.0594,0.4398,-0.0594,0.4405,PC2
IL23A,0.7255,-0.3031,0.7255,-0.4405,depth
HDAC11,0.3003,-0.4201,0.3003,-0.4404,PC2
MMAA,-0.1422,0.4359,-0.1422,0.4403,PC2
RAMP1,0.4938,-0.3828,0.4938,-0.4402,depth
RAI2,0.4924,-0.383,0.4924,-0.44,depth
TPBG,0.5906,-0.3551,0.5906,-0.44,depth
NPC1,0.8062,-0.2602,0.8062,-0.4399,depth
CABLES2,0.6994,-0.3144,0.6994,-0.4399,depth
TMEM87B,0.0972,-0.4376,0.0972,-0.4397,PC2
ADRA1A,-0.3675,-0.409,-0.3675,-0.4397,PC2
UBB,-0.6121,0.3476,-0.6121,0.4396,depth
CNNM4,0.6796,-0.3223,0.6796,-0.4394,depth
TPSAB1,0.1899,0.4314,0.1899,0.4394,PC2
CEMIP,0.3872,-0.405,0.3872,-0.4393,PC2
ATP8A2,0.3871,0.405,0.3871,0.4392,PC2
EDDM3A,0.2172,-0.4285,0.2172,-0.439,PC2
PRPH2,0.6204,-0.3442,0.6204,-0.4389,depth
OGT,0.6887,-0.3182,0.6887,-0.4389,depth
IL17F,0.3911,0.4039,0.3911,0.4389,PC2
STC1,-0.6447,-0.3355,-0.6447,-0.4389,depth
ING1,0.4347,-0.3951,0.4347,-0.4387,depth
HECTD2,-0.262,-0.4233,-0.262,-0.4387,PC2
DNAJB5,0.7152,0.3066,0.7152,0.4387,depth
PPFIA2,0.1489,0.4337,0.1489,0.4386,PC2
KITLG,0.4579,-0.3899,0.4579,-0.4386,depth
C14orf169,0.4565,-0.3902,0.4565,-0.4386,depth
BTBD16,-0.3966,-0.4024,-0.3966,-0.4383,PC2
LPIN2,-0.0204,-0.4381,-0.0204,-0.4382,PC2
SRRM2,0.6094,-0.3473,0.6094,-0.4381,depth
COL17A1,-0.1744,-0.4313,-0.1744,-0.438,PC2
FAT2,0.1999,-0.429,0.1999,-0.4379,PC2
RPUSD1,0.417,0.398,0.417,0.4378,depth
ITPRIPL2,0.7062,-0.31,0.7062,-0.4378,depth
ZBED2,-0.1644,-0.4318,-0.1644,-0.4378,PC2
WTIP,0.2481,-0.4237,0.2481,-0.4374,PC2
VASH1,0.6291,-0.3399,0.6291,-0.4372,depth
ZNF671,0.2803,0.4195,0.2803,0.437,PC2
PAGE4,-0.1985,-0.4282,-0.1985,-0.4369,PC2
PDS5B,-0.6426,-0.3348,-0.6426,-0.4369,depth
ACSM3,-0.6562,0.3297,-0.6562,0.4369,depth
ACTL10,0.3118,-0.415,0.3118,-0.4368,PC2
ARHGAP42,-0.0805,0.4352,-0.0805,0.4366,PC2
C21orf2,0.2958,0.4171,0.2958,0.4366,PC2
C3orf52,-0.5655,-0.36,-0.5655,-0.4365,depth
EIF4G3,-0.7404,-0.2933,-0.7404,-0.4363,depth
NEDD4,-0.8139,0.2535,-0.8139,0.4363,depth
HNF1B,0.5542,-0.3628,0.5542,-0.4359,depth
GALR1,-0.0467,-0.4352,-0.0467,-0.4357,PC2
MICAL1,-0.2257,0.4244,-0.2257,0.4357,PC2
VWCE,0.7296,0.2978,0.7296,0.4355,depth
RHOG,0.7963,-0.2633,0.7963,-0.4353,depth
DTX1,0.5378,-0.3668,0.5378,-0.4351,depth
SAAL1,-0.7601,-0.2827,-0.7601,-0.435,depth
PSD3,0.6932,-0.3135,0.6932,-0.435,depth
IFITM1,-0.3647,-0.4049,-0.3647,-0.4349,PC2
C8orf46,-0.2248,0.4236,-0.2248,0.4348,PC2
GSTK1,-0.4563,0.3868,-0.4563,0.4347,depth
NALCN,-0.6017,0.3471,-0.6017,0.4346,depth
WBSCR28,-0.4711,0.3833,-0.4711,0.4345,depth
GRIN3B,-0.4878,-0.3793,-0.4878,-0.4345,depth
PKD1L2,0.5568,-0.3608,0.5568,-0.4343,depth
WDR83OS,-0.715,-0.3036,-0.715,-0.4343,depth
IMPA2,0.0588,0.4335,0.0588,0.4342,PC2
FGFBP1,0.3744,-0.4024,0.3744,-0.434,PC2
GPATCH2L,0.5687,-0.3568,0.5687,-0.4338,depth
ZNF558,-0.204,-0.4245,-0.204,-0.4337,PC2
C15orf41,0.0541,-0.4329,0.0541,-0.4336,PC2
RRAD,-0.7507,-0.2864,-0.7507,-0.4336,depth
NBAS,0.8378,0.2367,0.8378,0.4335,depth
FADS1,-0.5303,-0.3675,-0.5303,-0.4335,depth
NPTX2,-0.4954,-0.3766,-0.4954,-0.4335,depth
ASAP3,-0.0669,0.4322,-0.0669,0.4332,PC2
ASB7,0.4201,-0.3928,0.4201,-0.4329,depth
RASGRP1,-0.813,-0.2518,-0.813,-0.4325,depth
CCL2,-0.5637,-0.3573,-0.5637,-0.4325,depth
LSM7,-0.7862,-0.2673,-0.7862,-0.4325,depth
PNMAL1,-0.8086,-0.2544,-0.8086,-0.4324,depth
PTPRT,0.3956,0.397,0.3956,0.4323,PC2
KLHDC2,0.1133,0.4295,0.1133,0.4323,PC2
ADCK2,-0.4955,-0.3754,-0.4955,-0.4322,depth
UBE2E1,-0.6753,-0.3187,-0.6753,-0.4322,depth
FNDC1,-0.307,0.4111,-0.307,0.432,PC2
CASP1,-0.7228,-0.2986,-0.7228,-0.432,depth
KRT27,-0.072,-0.4304,-0.072,-0.4315,PC2
SAMD8,-0.3492,-0.4043,-0.3492,-0.4315,PC2
CERS2,0.3088,0.4104,0.3088,0.4314,PC2
GYPC,-0.5744,-0.3531,-0.5744,-0.4313,depth
STK33,0.0903,-0.4295,0.0903,-0.4312,PC2
DENND2D,0.7266,-0.2962,0.7266,-0.4312,depth
CXCL2,-0.6466,-0.3289,-0.6466,-0.4312,depth
BAG5,0.3832,-0.3982,0.3832,-0.4311,PC2
VWF,0.3508,-0.4037,0.3508,-0.4311,PC2
FAM160A2,0.802,0.2574,0.802,0.431,depth
LYRM9,-0.1414,-0.4266,-0.1414,-0.4309,PC2
ABHD17C,-0.7957,-0.261,-0.7957,-0.4309,depth
HSF2BP,0.6464,-0.3287,0.6464,-0.4308,depth
ARMCX5,-0.7545,-0.2828,-0.7545,-0.4308,depth
MLYCD,0.7482,0.2857,0.7482,0.4307,depth
DEFB129,-0.4301,0.3885,-0.4301,0.4304,depth
ZMIZ1,0.6069,-0.3421,0.6069,-0.4304,depth
ADIPOR1,0.6926,-0.3105,0.6926,-0.4304,depth
IFI16,-0.2939,-0.4114,-0.2939,-0.4304,PC2
NKAIN2,-0.7002,-0.3072,-0.7002,-0.4303,depth
DAW1,-0.3911,-0.3959,-0.3911,-0.4302,PC2
CHCHD4,-0.5554,0.3578,-0.5554,0.4302,depth
ALS2CR12,0.2273,0.4186,0.2273,0.4299,PC2
LDLRAP1,-0.0428,-0.4295,-0.0428,-0.4299,PC2
SLC25A29,0.6218,-0.3366,0.6218,-0.4298,depth
DPF3,-0.2242,0.4188,-0.2242,0.4297,PC2
PDC,-0.5757,0.3512,-0.5757,0.4295,depth
PDE3A,0.3781,0.3973,0.3781,0.4292,PC2
PTDSS1,0.0613,0.4283,0.0613,0.4291,PC2
GNPDA2,-0.6819,-0.3139,-0.6819,-0.4291,depth
LIMCH1,0.703,-0.3052,0.703,-0.4291,depth
GUCA1A,0.6709,0.3181,0.6709,0.429,depth
NUDT21,0.2468,-0.4156,0.2468,-0.4289,PC2
UBE2W,-0.2888,0.4106,-0.2888,0.4289,PC2
ARHGAP17,0.2775,-0.412,0.2775,-0.4288,PC2
TMEM139,-0.7525,0.2823,-0.7525,0.4286,depth
KIAA0355,-0.8263,-0.2413,-0.8263,-0.4284,depth
ID1,-0.8269,-0.2409,-0.8269,-0.4283,depth
TMEM255B,0.2153,-0.418,0.2153,-0.4281,PC2
ATP4B,0.6477,-0.3262,0.6477,-0.4281,depth
CHST14,0.6777,-0.3147,0.6777,-0.428,depth
HSD17B4,-0.5303,-0.3628,-0.5303,-0.4279,depth
GABPB1,0.6829,-0.3125,0.6829,-0.4278,depth
MEX3D,0.4755,-0.3761,0.4755,-0.4275,depth
UGCG,0.7512,0.2821,0.7512,0.4275,depth
MMS19,-0.7734,-0.2708,-0.7734,-0.4272,depth
DEFB1,0.2127,0.4173,0.2127,0.4271,PC2
ZRANB1,0.4368,0.384,0.4368,0.4269,depth
SERTAD1,-0.7821,-0.266,-0.7821,-0.4268,depth
CSTF2,-0.4426,-0.3827,-0.4426,-0.4268,depth
NOP16,0.6697,0.3167,0.6697,0.4265,depth
PEA15,0.4902,-0.3715,0.4902,-0.4262,depth
ABCA1,-0.4961,0.3701,-0.4961,0.4262,depth
SPTLC1,-0.1739,-0.4191,-0.1739,-0.4256,PC2
ZDHHC6,-0.842,0.2295,-0.842,0.4255,depth
KLF12,0.6807,0.3115,0.6807,0.4253,depth
KIF15,-0.7027,-0.3023,-0.7027,-0.425,depth
MYADM,-0.7957,-0.2573,-0.7957,-0.4248,depth
ISLR2,0.5595,-0.352,0.5595,-0.4247,depth
IL1RL2,0.4719,-0.3745,0.4719,-0.4247,depth
HIST1H2BJ,-0.1674,-0.4184,-0.1674,-0.4244,PC2
KIAA0907,0.0235,-0.4243,0.0235,-0.4244,PC2
LARP7,-0.3619,-0.3955,-0.3619,-0.4242,PC2
CRISPLD2,-0.7891,-0.2605,-0.7891,-0.4242,depth
XRCC3,-0.192,-0.4158,-0.192,-0.4237,PC2
RABGGTB,-0.0235,0.4235,-0.0235,0.4236,PC2
HEY1,0.7768,-0.2668,0.7768,-0.4236,depth
NPHP3,0.0853,-0.422,0.0853,-0.4235,PC2
HAL,0.6085,-0.3361,0.6085,-0.4235,depth
ARX,0.7868,0.2613,0.7868,0.4233,depth
SELE,-0.5243,-0.3604,-0.5243,-0.4232,depth
CHRD,0.429,0.3821,0.429,0.423,depth
SH3YL1,-0.198,0.4146,-0.198,0.423,PC2
ATP5A1,-0.1539,0.4179,-0.1539,0.4229,PC2
IZUMO4,0.1271,0.4194,0.1271,0.4229,PC2
LIG1,-0.6954,-0.3039,-0.6954,-0.4228,depth
SLITRK2,0.1737,0.4163,0.1737,0.4227,PC2
SMTN,0.5041,0.3651,0.5041,0.4227,depth
SPRY1,-0.61,-0.3348,-0.61,-0.4226,depth
CCDC94,-0.751,-0.279,-0.751,-0.4226,depth
BOK,0.5103,0.3634,0.5103,0.4225,depth
ZBTB49,-0.41,-0.3851,-0.41,-0.4222,depth
MOCS3,0.6547,-0.3191,0.6547,-0.4222,depth
ZP2,-0.3294,0.3986,-0.3294,0.4221,PC2
TMEM41B,-0.3079,-0.4011,-0.3079,-0.4216,PC2
RHOH,0.7317,0.2873,0.7317,0.4215,depth
AMFR,-0.4051,-0.3852,-0.4051,-0.4213,depth
CTSK,0.2743,-0.4051,0.2743,-0.4212,PC2
KATNB1,0.8281,-0.236,0.8281,-0.421,depth
CCDC103,-0.228,0.4098,-0.228,0.4209,PC2
WASF3,0.0262,-0.4205,0.0262,-0.4207,PC2
VMA21,-0.0808,-0.4193,-0.0808,-0.4207,PC2
VDAC3,0.4448,-0.3767,0.4448,-0.4206,depth
TNFAIP8,-0.4559,-0.3743,-0.4559,-0.4205,depth
REM2,0.7595,-0.2735,0.7595,-0.4205,depth
ADAR,-0.3422,-0.3951,-0.3422,-0.4205,PC2
ANXA2P3,0.4416,-0.3773,0.4416,-0.4205,depth
CHST10,0.8144,-0.244,0.8144,-0.4204,depth
ZBED6CL,0.8511,-0.2207,0.8511,-0.4204,depth
GRAMD1A,-0.6624,-0.3149,-0.6624,-0.4204,depth
ACTL8,0.8439,0.2254,0.8439,0.4202,depth
VN1R1,0.0699,-0.4192,0.0699,-0.4202,PC2
IL7R,0.0667,0.4193,0.0667,0.4202,PC2
SLC10A3,-0.6334,-0.3252,-0.6334,-0.4202,depth
CFD,-0.7789,-0.2634,-0.7789,-0.4201,depth
